Tiempo_s,Canal_1_raw,Canal_2_raw,Canal_1_uV,Canal_2_uV
929.0859,-7026,-2585,-140520.0000,-51700.0000
929.0938,-6914,-3172,-138280.0000,-63440.0000
929.1016,-6958,-2944,-139160.0000,-58880.0000
929.1094,-7516,-3084,-150320.0000,-61680.0000
929.1172,-6488,-2789,-129760.0000,-55780.0000
929.1250,-6838,-2880,-136760.0000,-57600.0000
929.1328,-7233,-3433,-144660.0000,-68660.0000
929.1406,-6804,-3613,-136080.0000,-72260.0000
929.1484,-6680,-2746,-133600.0000,-54920.0000
929.1562,-6376,-2450,-127520.0000,-49000.0000
929.1641,-5881,-3048,-117620.0000,-60960.0000
929.1719,-6674,-3093,-133480.0000,-61860.0000
929.1797,-6399,-2677,-127980.0000,-53540.0000
929.1875,-5968,-3725,-119360.0000,-74500.0000
929.1953,-5494,-2916,-109880.0000,-58320.0000
929.2031,-5302,-2113,-106040.0000,-42260.0000
929.2109,-5108,-2659,-102160.0000,-53180.0000
929.2188,-5726,-3231,-114520.0000,-64620.0000
929.2266,-3837,-2778,-76740.0000,-55560.0000
929.2344,-3900,-3105,-78000.0000,-62100.0000
929.2422,-4452,-2463,-89040.0000,-49260.0000
929.2500,-3239,-3016,-64780.0000,-60320.0000
929.2578,-2796,-3375,-55920.0000,-67500.0000
929.2656,-3273,-2483,-65460.0000,-49660.0000
929.2734,-3212,-2694,-64240.0000,-53880.0000
929.2812,-3306,-3340,-66120.0000,-66800.0000
929.2891,-3681,-2913,-73620.0000,-58260.0000
929.2969,-3437,-3018,-68740.0000,-60360.0000
929.3047,-3010,-2073,-60200.0000,-41460.0000
929.3125,-3798,-2001,-75960.0000,-40020.0000
929.3203,-4123,-3556,-82460.0000,-71120.0000
929.3281,-3759,-3112,-75180.0000,-62240.0000
929.3359,-3905,-2914,-78100.0000,-58280.0000
929.3438,-4399,-3711,-87980.0000,-74220.0000
929.3516,-3508,-2214,-70160.0000,-44280.0000
929.3594,-3939,-2487,-78780.0000,-49740.0000
929.3672,-4775,-3816,-95500.0000,-76320.0000
929.3750,-4429,-3669,-88580.0000,-73380.0000
929.3828,-3887,-2831,-77740.0000,-56620.0000
929.3906,-4460,-3206,-89200.0000,-64120.0000
929.3984,-4247,-3047,-84940.0000,-60940.0000
929.4062,-4204,-2345,-84080.0000,-46900.0000
929.4141,-4224,-3135,-84480.0000,-62700.0000
929.4219,-4226,-4103,-84520.0000,-82060.0000
929.4297,-4428,-3495,-88560.0000,-69900.0000
929.4375,-3642,-2969,-72840.0000,-59380.0000
929.4453,-2997,-3685,-59940.0000,-73700.0000
929.4531,-2613,-2346,-52260.0000,-46920.0000
929.4609,-1172,-2057,-23440.0000,-41140.0000
929.4688,-768,-3172,-15360.0000,-63440.0000
929.4766,-2770,-3250,-55400.0000,-65000.0000
929.4844,-3288,-3506,-65760.0000,-70120.0000
929.4922,-2648,-3757,-52960.0000,-75140.0000
929.5000,-2461,-2739,-49220.0000,-54780.0000
929.5078,-2999,-2302,-59980.0000,-46040.0000
929.5156,-4032,-3256,-80640.0000,-65120.0000
929.5234,-3646,-2230,-72920.0000,-44600.0000
929.5312,-3736,-3293,-74720.0000,-65860.0000
929.5391,-3961,-3845,-79220.0000,-76900.0000
929.5469,-3070,-2671,-61400.0000,-53420.0000
929.5547,-3112,-2972,-62240.0000,-59440.0000
929.5625,-4133,-4473,-82660.0000,-89460.0000
929.5703,-3397,-2894,-67940.0000,-57880.0000
929.5781,-2655,-2453,-53100.0000,-49060.0000
929.5859,-3916,-3834,-78320.0000,-76680.0000
929.5938,-4216,-4199,-84320.0000,-83980.0000
929.6016,-2739,-2257,-54780.0000,-45140.0000
929.6094,-3357,-3137,-67140.0000,-62740.0000
929.6172,-4303,-3959,-86060.0000,-79180.0000
929.6250,-2913,-2544,-58260.0000,-50880.0000
929.6328,-3256,-2988,-65120.0000,-59760.0000
929.6406,-4307,-4594,-86140.0000,-91880.0000
929.6484,-3232,-3175,-64640.0000,-63500.0000
929.6562,-2866,-2584,-57320.0000,-51680.0000
929.6641,-4423,-4001,-88460.0000,-80020.0000
929.6719,-4090,-3258,-81800.0000,-65160.0000
929.6797,-3392,-2479,-67840.0000,-49580.0000
929.6875,-3711,-3206,-74220.0000,-64120.0000
929.6953,-2846,-2613,-56920.0000,-52260.0000
929.7031,-3127,-2533,-62540.0000,-50660.0000
929.7109,-4368,-3477,-87360.0000,-69540.0000
929.7188,-3817,-3326,-76340.0000,-66520.0000
929.7266,-3628,-3304,-72560.0000,-66080.0000
929.7344,-4305,-3444,-86100.0000,-68880.0000
929.7422,-3828,-2895,-76560.0000,-57900.0000
929.7500,-4331,-2991,-86620.0000,-59820.0000
929.7578,-5403,-3999,-108060.0000,-79980.0000
929.7656,-4863,-3381,-97260.0000,-67620.0000
929.7734,-5012,-2446,-100240.0000,-48920.0000
929.7812,-6217,-4065,-124340.0000,-81300.0000
929.7891,-5324,-3915,-106480.0000,-78300.0000
929.7969,-4966,-2471,-99320.0000,-49420.0000
929.8047,-5603,-3353,-112060.0000,-67060.0000
929.8125,-5547,-3743,-110940.0000,-74860.0000
929.8203,-5664,-3393,-113280.0000,-67860.0000
929.8281,-5597,-3286,-111940.0000,-65720.0000
929.8359,-4973,-2682,-99460.0000,-53640.0000
929.8438,-4849,-2452,-96980.0000,-49040.0000
929.8516,-5225,-3502,-104500.0000,-70040.0000
929.8594,-4921,-3123,-98420.0000,-62460.0000
929.8672,-5248,-2817,-104960.0000,-56340.0000
929.8750,-5451,-3751,-109020.0000,-75020.0000
929.8828,-5103,-4151,-102060.0000,-83020.0000
929.8906,-5505,-3039,-110100.0000,-60780.0000
929.8984,-4818,-2155,-96360.0000,-43100.0000
929.9062,-4806,-3385,-96120.0000,-67700.0000
929.9141,-5073,-3079,-101460.0000,-61580.0000
929.9219,-5602,-2950,-112040.0000,-59000.0000
929.9297,-5061,-3801,-101220.0000,-76020.0000
929.9375,-4776,-2863,-95520.0000,-57260.0000
929.9453,-4931,-2718,-98620.0000,-54360.0000
929.9531,-5161,-4133,-103220.0000,-82660.0000
929.9609,-5347,-3138,-106940.0000,-62760.0000
929.9688,-5292,-2768,-105840.0000,-55360.0000
929.9766,-5680,-4353,-113600.0000,-87060.0000
929.9844,-3782,-2371,-75640.0000,-47420.0000
929.9922,-2682,-1754,-53640.0000,-35080.0000
930.0000,-3335,-4401,-66700.0000,-88020.0000
930.0078,-2282,-2780,-45640.0000,-55600.0000
930.0156,-1811,-1153,-36220.0000,-23060.0000
930.0234,-2094,-2488,-41880.0000,-49760.0000
930.0312,-1409,-2040,-28180.0000,-40800.0000
930.0391,-1814,-1719,-36280.0000,-34380.0000
930.0469,-2457,-1378,-49140.0000,-27560.0000
930.0547,-932,-181,-18640.0000,-3620.0000
930.0625,-1198,-1106,-23960.0000,-22120.0000
930.0703,-2315,-1772,-46300.0000,-35440.0000
930.0781,-1595,-765,-31900.0000,-15300.0000
930.0859,-1972,-1088,-39440.0000,-21760.0000
930.0938,-1958,-1221,-39160.0000,-24420.0000
930.1016,-204,-345,-4080.0000,-6900.0000
930.1094,-2850,-2108,-57000.0000,-42160.0000
930.1172,-3446,-1788,-68920.0000,-35760.0000
930.1250,-1200,37,-24000.0000,740.0000
930.1328,-2022,-1008,-40440.0000,-20160.0000
930.1406,-3924,-2252,-78480.0000,-45040.0000
930.1484,-2751,-1711,-55020.0000,-34220.0000
930.1562,-2995,-1851,-59900.0000,-37020.0000
930.1641,-2710,-826,-54200.0000,-16520.0000
930.1719,-3172,-1408,-63440.0000,-28160.0000
930.1797,-3425,-2127,-68500.0000,-42540.0000
930.1875,-2669,-1555,-53380.0000,-31100.0000
930.1953,-3562,-1856,-71240.0000,-37120.0000
930.2031,-3931,-2147,-78620.0000,-42940.0000
930.2109,-3325,-2210,-66500.0000,-44200.0000
930.2188,-3607,-2369,-72140.0000,-47380.0000
930.2266,-3203,-1460,-64060.0000,-29200.0000
930.2344,-3148,-1313,-62960.0000,-26260.0000
930.2422,-4448,-2737,-88960.0000,-54740.0000
930.2500,-3918,-2656,-78360.0000,-53120.0000
930.2578,-2742,-1609,-54840.0000,-32180.0000
930.2656,-4472,-2546,-89440.0000,-50920.0000
930.2734,-3387,-2276,-67740.0000,-45520.0000
930.2812,-3323,-2037,-66460.0000,-40740.0000
930.2891,-4373,-2595,-87460.0000,-51900.0000
930.2969,-3924,-2144,-78480.0000,-42880.0000
930.3047,-2808,-981,-56160.0000,-19620.0000
930.3125,-3651,-2131,-73020.0000,-42620.0000
930.3203,-4080,-2841,-81600.0000,-56820.0000
930.3281,-3615,-1724,-72300.0000,-34480.0000
930.3359,-4166,-2301,-83320.0000,-46020.0000
930.3438,-4036,-2632,-80720.0000,-52640.0000
930.3516,-3689,-1804,-73780.0000,-36080.0000
930.3594,-3830,-1590,-76600.0000,-31800.0000
930.3672,-3543,-1429,-70860.0000,-28580.0000
930.3750,-3494,-1752,-69880.0000,-35040.0000
930.3828,-3541,-2188,-70820.0000,-43760.0000
930.3906,-4112,-2986,-82240.0000,-59720.0000
930.3984,-4364,-2572,-87280.0000,-51440.0000
930.4062,-3786,-1655,-75720.0000,-33100.0000
930.4141,-2719,-1632,-54380.0000,-32640.0000
930.4219,-3976,-2218,-79520.0000,-44360.0000
930.4297,-4501,-2566,-90020.0000,-51320.0000
930.4375,-3030,-2477,-60600.0000,-49540.0000
930.4453,-3480,-2070,-69600.0000,-41400.0000
930.4531,-4089,-2554,-81780.0000,-51080.0000
930.4609,-3900,-2463,-78000.0000,-49260.0000
930.4688,-4533,-2347,-90660.0000,-46940.0000
930.4766,-3552,-2580,-71040.0000,-51600.0000
930.4844,-3532,-2593,-70640.0000,-51860.0000
930.4922,-5310,-2305,-106200.0000,-46100.0000
930.5000,-4284,-2307,-85680.0000,-46140.0000
930.5078,-3165,-1730,-63300.0000,-34600.0000
930.5156,-4287,-1442,-85740.0000,-28840.0000
930.5234,-2404,-2576,-48080.0000,-51520.0000
930.5312,-2120,-3041,-42400.0000,-60820.0000
930.5391,-5927,-1954,-118540.0000,-39080.0000
930.5469,-5385,-1450,-107700.0000,-29000.0000
930.5547,-4366,-1894,-87320.0000,-37880.0000
930.5625,-4915,-1801,-98300.0000,-36020.0000
930.5703,-3886,-1625,-77720.0000,-32500.0000
930.5781,-3008,-1676,-60160.0000,-33520.0000
930.5859,-4208,-2011,-84160.0000,-40220.0000
930.5938,-3744,-2503,-74880.0000,-50060.0000
930.6016,-3829,-2360,-76580.0000,-47200.0000
930.6094,-3911,-1549,-78220.0000,-30980.0000
930.6172,-2504,-1473,-50080.0000,-29460.0000
930.6250,-2719,-2331,-54380.0000,-46620.0000
930.6328,-2904,-1531,-58080.0000,-30620.0000
930.6406,-2846,-1816,-56920.0000,-36320.0000
930.6484,-3175,-2814,-63500.0000,-56280.0000
930.6562,-2890,-2068,-57800.0000,-41360.0000
930.6641,-1572,-1242,-31440.0000,-24840.0000
930.6719,-2890,-2447,-57800.0000,-48940.0000
930.6797,-3370,-2002,-67400.0000,-40040.0000
930.6875,-1778,-1064,-35560.0000,-21280.0000
930.6953,-2078,-2429,-41560.0000,-48580.0000
930.7031,-2929,-2447,-58580.0000,-48940.0000
930.7109,-3506,-2114,-70120.0000,-42280.0000
930.7188,-2165,-1407,-43300.0000,-28140.0000
930.7266,-1946,-1213,-38920.0000,-24260.0000
930.7344,-2435,-2024,-48700.0000,-40480.0000
930.7422,-3820,-2871,-76400.0000,-57420.0000
930.7500,-2308,-1635,-46160.0000,-32700.0000
930.7578,-2310,-2068,-46200.0000,-41360.0000
930.7656,-2422,-2546,-48440.0000,-50920.0000
930.7734,-2925,-1813,-58500.0000,-36260.0000
930.7812,-2958,-1697,-59160.0000,-33940.0000
930.7891,-2847,-2214,-56940.0000,-44280.0000
930.7969,-2727,-2382,-54540.0000,-47640.0000
930.8047,-3732,-2619,-74640.0000,-52380.0000
930.8125,-2223,-1011,-44460.0000,-20220.0000
930.8203,-2189,-1157,-43780.0000,-23140.0000
930.8281,-4212,-2641,-84240.0000,-52820.0000
930.8359,-3242,-2182,-64840.0000,-43640.0000
930.8438,-1528,-1141,-30560.0000,-22820.0000
930.8516,-3545,-2544,-70900.0000,-50880.0000
930.8594,-3516,-2664,-70320.0000,-53280.0000
930.8672,-2166,-1896,-43320.0000,-37920.0000
930.8750,-2479,-1992,-49580.0000,-39840.0000
930.8828,-2996,-1837,-59920.0000,-36740.0000
930.8906,-2356,-1451,-47120.0000,-29020.0000
930.8984,-2397,-1908,-47940.0000,-38160.0000
930.9062,-3259,-2949,-65180.0000,-58980.0000
930.9141,-4103,-2845,-82060.0000,-56900.0000
930.9219,-2503,-1313,-50060.0000,-26260.0000
930.9297,-1728,-1635,-34560.0000,-32700.0000
930.9375,-3245,-2648,-64900.0000,-52960.0000
930.9453,-3992,-2563,-79840.0000,-51260.0000
930.9531,-2611,-1497,-52220.0000,-29940.0000
930.9609,-2745,-1713,-54900.0000,-34260.0000
930.9688,-3237,-1430,-64740.0000,-28600.0000
930.9766,-3164,-2378,-63280.0000,-47560.0000
930.9844,-3383,-2758,-67660.0000,-55160.0000
930.9922,-2918,-1993,-58360.0000,-39860.0000
931.0000,-2551,-1847,-51020.0000,-36940.0000
931.0078,-2755,-2206,-55100.0000,-44120.0000
931.0156,-3601,-2571,-72020.0000,-51420.0000
931.0234,-2983,-2498,-59660.0000,-49960.0000
931.0312,-2251,-1700,-45020.0000,-34000.0000
931.0391,-1865,-1610,-37300.0000,-32200.0000
931.0469,-2905,-2350,-58100.0000,-47000.0000
931.0547,-2823,-2139,-56460.0000,-42780.0000
931.0625,-2957,-2472,-59140.0000,-49440.0000
931.0703,-2330,-2639,-46600.0000,-52780.0000
931.0781,-2845,-2459,-56900.0000,-49180.0000
931.0859,-3218,-2341,-64360.0000,-46820.0000
931.0938,-2515,-2402,-50300.0000,-48040.0000
931.1016,-2505,-2071,-50100.0000,-41420.0000
931.1094,-2941,-2521,-58820.0000,-50420.0000
931.1172,-2418,-2448,-48360.0000,-48960.0000
931.1250,-2180,-2024,-43600.0000,-40480.0000
931.1328,-1950,-1959,-39000.0000,-39180.0000
931.1406,-1799,-2069,-35980.0000,-41380.0000
931.1484,-2228,-2108,-44560.0000,-42160.0000
931.1562,-2175,-2447,-43500.0000,-48940.0000
931.1641,-1804,-2433,-36080.0000,-48660.0000
931.1719,-1628,-2236,-32560.0000,-44720.0000
931.1797,-1625,-2861,-32500.0000,-57220.0000
931.1875,-1793,-2714,-35860.0000,-54280.0000
931.1953,-1941,-2567,-38820.0000,-51340.0000
931.2031,-1754,-2965,-35080.0000,-59300.0000
931.2109,-1927,-3443,-38540.0000,-68860.0000
931.2188,-2568,-3136,-51360.0000,-62720.0000
931.2266,-2858,-3082,-57160.0000,-61640.0000
931.2344,-3675,-3782,-73500.0000,-75640.0000
931.2422,-3582,-3334,-71640.0000,-66680.0000
931.2500,-3341,-3578,-66820.0000,-71560.0000
931.2578,-4416,-3967,-88320.0000,-79340.0000
931.2656,-5650,-4188,-113000.0000,-83760.0000
931.2734,-5804,-3806,-116080.0000,-76120.0000
931.2812,-5897,-4087,-117940.0000,-81740.0000
931.2891,-6195,-3879,-123900.0000,-77580.0000
931.2969,-6565,-3801,-131300.0000,-76020.0000
931.3047,-7288,-4071,-145760.0000,-81420.0000
931.3125,-7129,-4137,-142580.0000,-82740.0000
931.3203,-6918,-3892,-138360.0000,-77840.0000
931.3281,-7271,-3700,-145420.0000,-74000.0000
931.3359,-6804,-3588,-136080.0000,-71760.0000
931.3438,-6506,-3067,-130120.0000,-61340.0000
931.3516,-6406,-2845,-128120.0000,-56900.0000
931.3594,-5910,-3010,-118200.0000,-60200.0000
931.3672,-5607,-3024,-112140.0000,-60480.0000
931.3750,-5554,-3042,-111080.0000,-60840.0000
931.3828,-5481,-3399,-109620.0000,-67980.0000
931.3906,-5404,-2857,-108080.0000,-57140.0000
931.3984,-4887,-2405,-97740.0000,-48100.0000
931.4062,-4771,-2567,-95420.0000,-51340.0000
931.4141,-4893,-3195,-97860.0000,-63900.0000
931.4219,-4605,-2979,-92100.0000,-59580.0000
931.4297,-4247,-2469,-84940.0000,-49380.0000
931.4375,-4467,-2533,-89340.0000,-50660.0000
931.4453,-4025,-2438,-80500.0000,-48760.0000
931.4531,-4605,-2624,-92100.0000,-52480.0000
931.4609,-4404,-2608,-88080.0000,-52160.0000
931.4688,-3770,-2565,-75400.0000,-51300.0000
931.4766,-3788,-2538,-75760.0000,-50760.0000
931.4844,-4307,-2755,-86140.0000,-55100.0000
931.4922,-3959,-2408,-79180.0000,-48160.0000
931.5000,-3680,-2378,-73600.0000,-47560.0000
931.5078,-4078,-2612,-81560.0000,-52240.0000
931.5156,-4396,-2271,-87920.0000,-45420.0000
931.5234,-3440,-2010,-68800.0000,-40200.0000
931.5312,-3450,-2351,-69000.0000,-47020.0000
931.5391,-4711,-2876,-94220.0000,-57520.0000
931.5469,-4367,-2688,-87340.0000,-53760.0000
931.5547,-3695,-1953,-73900.0000,-39060.0000
931.5625,-4183,-1990,-83660.0000,-39800.0000
931.5703,-3714,-2118,-74280.0000,-42360.0000
931.5781,-3334,-1631,-66680.0000,-32620.0000
931.5859,-3817,-2128,-76340.0000,-42560.0000
931.5938,-3684,-2460,-73680.0000,-49200.0000
931.6016,-2504,-2039,-50080.0000,-40780.0000
931.6094,-3455,-2054,-69100.0000,-41080.0000
931.6172,-3539,-2169,-70780.0000,-43380.0000
931.6250,-3111,-1859,-62220.0000,-37180.0000
931.6328,-3298,-2048,-65960.0000,-40960.0000
931.6406,-3275,-2319,-65500.0000,-46380.0000
931.6484,-3070,-2065,-61400.0000,-41300.0000
931.6562,-3541,-2208,-70820.0000,-44160.0000
931.6641,-3148,-1938,-62960.0000,-38760.0000
931.6719,-2438,-1559,-48760.0000,-31180.0000
931.6797,-2607,-2221,-52140.0000,-44420.0000
931.6875,-3398,-2517,-67960.0000,-50340.0000
931.6953,-2410,-2141,-48200.0000,-42820.0000
931.7031,-3005,-2318,-60100.0000,-46360.0000
931.7109,-2772,-2408,-55440.0000,-48160.0000
931.7188,-2443,-2254,-48860.0000,-45080.0000
931.7266,-2171,-2502,-43420.0000,-50040.0000
931.7344,-2737,-2699,-54740.0000,-53980.0000
931.7422,-2159,-2786,-43180.0000,-55720.0000
931.7500,-2181,-2327,-43620.0000,-46540.0000
931.7578,-2554,-2843,-51080.0000,-56860.0000
931.7656,-3100,-3148,-62000.0000,-62960.0000
931.7734,-2060,-2078,-41200.0000,-41560.0000
931.7812,-2803,-2310,-56060.0000,-46200.0000
931.7891,-3301,-3347,-66020.0000,-66940.0000
931.7969,-2426,-2818,-48520.0000,-56360.0000
931.8047,-1965,-2660,-39300.0000,-53200.0000
931.8125,-3041,-3167,-60820.0000,-63340.0000
931.8203,-2657,-2773,-53140.0000,-55460.0000
931.8281,-2435,-2490,-48700.0000,-49800.0000
931.8359,-2113,-2629,-42260.0000,-52580.0000
931.8438,-1965,-2317,-39300.0000,-46340.0000
931.8516,-2057,-3002,-41140.0000,-60040.0000
931.8594,-2561,-3645,-51220.0000,-72900.0000
931.8672,-2724,-3086,-54480.0000,-61720.0000
931.8750,-2702,-3177,-54040.0000,-63540.0000
931.8828,-2151,-3309,-43020.0000,-66180.0000
931.8906,-2513,-2564,-50260.0000,-51280.0000
931.8984,-2372,-3105,-47440.0000,-62100.0000
931.9062,-2070,-3860,-41400.0000,-77200.0000
931.9141,-1352,-2986,-27040.0000,-59720.0000
931.9219,-49,-2554,-980.0000,-51080.0000
931.9297,323,-2451,6460.0000,-49020.0000
931.9375,235,-2304,4700.0000,-46080.0000
931.9453,889,-2162,17780.0000,-43240.0000
931.9531,1760,-1975,35200.0000,-39500.0000
931.9609,1917,-1882,38340.0000,-37640.0000
931.9688,2092,-1685,41840.0000,-33700.0000
931.9766,2601,-1435,52020.0000,-28700.0000
931.9844,2630,-1210,52600.0000,-24200.0000
931.9922,2493,-1180,49860.0000,-23600.0000
932.0000,2582,-1211,51640.0000,-24220.0000
932.0078,2753,-1420,55060.0000,-28400.0000
932.0156,2344,-1356,46880.0000,-27120.0000
932.0234,1994,-1461,39880.0000,-29220.0000
932.0312,2115,-1358,42300.0000,-27160.0000
932.0391,1889,-1404,37780.0000,-28080.0000
932.0469,2202,-1432,44040.0000,-28640.0000
932.0547,1887,-1646,37740.0000,-32920.0000
932.0625,1165,-1740,23300.0000,-34800.0000
932.0703,1050,-2255,21000.0000,-45100.0000
932.0781,606,-2327,12120.0000,-46540.0000
932.0859,230,-2123,4600.0000,-42460.0000
932.0938,-67,-2258,-1340.0000,-45160.0000
932.1016,-1014,-2782,-20280.0000,-55640.0000
932.1094,-804,-2764,-16080.0000,-55280.0000
932.1172,-289,-3205,-5780.0000,-64100.0000
932.1250,-1984,-3398,-39680.0000,-67960.0000
932.1328,-1159,-3463,-23180.0000,-69260.0000
932.1406,-589,-3139,-11780.0000,-62780.0000
932.1484,-2801,-3122,-56020.0000,-62440.0000
932.1562,-2543,-3373,-50860.0000,-67460.0000
932.1641,-883,-2897,-17660.0000,-57940.0000
932.1719,-2200,-3036,-44000.0000,-60720.0000
932.1797,-2374,-4082,-47480.0000,-81640.0000
932.1875,-2141,-3447,-42820.0000,-68940.0000
932.1953,-2549,-2912,-50980.0000,-58240.0000
932.2031,-2267,-3809,-45340.0000,-76180.0000
932.2109,-2334,-3501,-46680.0000,-70020.0000
932.2188,-2507,-2684,-50140.0000,-53680.0000
932.2266,-2153,-3780,-43060.0000,-75600.0000
932.2344,-3271,-4035,-65420.0000,-80700.0000
932.2422,-3336,-3522,-66720.0000,-70440.0000
932.2500,-2801,-3976,-56020.0000,-79520.0000
932.2578,-3481,-3914,-69620.0000,-78280.0000
932.2656,-3550,-3213,-71000.0000,-64260.0000
932.2734,-2371,-3341,-47420.0000,-66820.0000
932.2812,-3813,-4384,-76260.0000,-87680.0000
932.2891,-3928,-4508,-78560.0000,-90160.0000
932.2969,-2633,-4090,-52660.0000,-81800.0000
932.3047,-3266,-3825,-65320.0000,-76500.0000
932.3125,-3630,-4043,-72600.0000,-80860.0000
932.3203,-2903,-4114,-58060.0000,-82280.0000
932.3281,-3954,-4119,-79080.0000,-82380.0000
932.3359,-3638,-4199,-72760.0000,-83980.0000
932.3438,-2884,-4029,-57680.0000,-80580.0000
932.3516,-4124,-4130,-82480.0000,-82600.0000
932.3594,-3367,-4174,-67340.0000,-83480.0000
932.3672,-2191,-4214,-43820.0000,-84280.0000
932.3750,-4763,-4401,-95260.0000,-88020.0000
932.3828,-3715,-3861,-74300.0000,-77220.0000
932.3906,-1998,-4082,-39960.0000,-81640.0000
932.3984,-3286,-4646,-65720.0000,-92920.0000
932.4062,-3895,-4210,-77900.0000,-84200.0000
932.4141,-2451,-3699,-49020.0000,-73980.0000
932.4219,-3118,-4190,-62360.0000,-83800.0000
932.4297,-3336,-4901,-66720.0000,-98020.0000
932.4375,-3368,-4813,-67360.0000,-96260.0000
932.4453,-3009,-3599,-60180.0000,-71980.0000
932.4531,-2891,-2751,-57820.0000,-55020.0000
932.4609,-2999,-4180,-59980.0000,-83600.0000
932.4688,-3159,-4417,-63180.0000,-88340.0000
932.4766,-2873,-2907,-57460.0000,-58140.0000
932.4844,-3163,-4141,-63260.0000,-82820.0000
932.4922,-3177,-5894,-63540.0000,-117880.0000
932.5000,-3900,-4201,-78000.0000,-84020.0000
932.5078,-3524,-2925,-70480.0000,-58500.0000
932.5156,-2830,-4378,-56600.0000,-87560.0000
932.5234,-3336,-5827,-66720.0000,-116540.0000
932.5312,-3540,-5580,-70800.0000,-111600.0000
932.5391,-2641,-4984,-52820.0000,-99680.0000
932.5469,-3949,-4398,-78980.0000,-87960.0000
932.5547,-3859,-4150,-77180.0000,-83000.0000
932.5625,-3462,-5161,-69240.0000,-103220.0000
932.5703,-4042,-5635,-80840.0000,-112700.0000
932.5781,-3494,-4963,-69880.0000,-99260.0000
932.5859,-2879,-4372,-57580.0000,-87440.0000
932.5938,-4078,-4843,-81560.0000,-96860.0000
932.6016,-3257,-4465,-65140.0000,-89300.0000
932.6094,-2807,-4143,-56140.0000,-82860.0000
932.6172,-3229,-4618,-64580.0000,-92360.0000
932.6250,-2790,-5088,-55800.0000,-101760.0000
932.6328,-2229,-3449,-44580.0000,-68980.0000
932.6406,-3654,-3950,-73080.0000,-79000.0000
932.6484,-3283,-5538,-65660.0000,-110760.0000
932.6562,-3663,-5564,-73260.0000,-111280.0000
932.6641,-4378,-5279,-87560.0000,-105580.0000
932.6719,-4308,-6356,-86160.0000,-127120.0000
932.6797,-4290,-5390,-85800.0000,-107800.0000
932.6875,-4680,-4291,-93600.0000,-85820.0000
932.6953,-5055,-6097,-101100.0000,-121940.0000
932.7031,-5797,-6813,-115940.0000,-136260.0000
932.7109,-6092,-5704,-121840.0000,-114080.0000
932.7188,-6075,-5769,-121500.0000,-115380.0000
932.7266,-6398,-6713,-127960.0000,-134260.0000
932.7344,-6570,-6334,-131400.0000,-126680.0000
932.7422,-6188,-5672,-123760.0000,-113440.0000
932.7500,-6193,-5477,-123860.0000,-109540.0000
932.7578,-5943,-5550,-118860.0000,-111000.0000
932.7656,-5367,-5533,-107340.0000,-110660.0000
932.7734,-5597,-6532,-111940.0000,-130640.0000
932.7812,-6193,-6200,-123860.0000,-124000.0000
932.7891,-4744,-5184,-94880.0000,-103680.0000
932.7969,-5104,-6421,-102080.0000,-128420.0000
932.8047,-5805,-5450,-116100.0000,-109000.0000
932.8125,-5414,-2849,-108280.0000,-56980.0000
932.8203,-5026,-4872,-100520.0000,-97440.0000
932.8281,-4355,-7161,-87100.0000,-143220.0000
932.8359,-3857,-4707,-77140.0000,-94140.0000
932.8438,-5366,-6199,-107320.0000,-123980.0000
932.8516,-5244,-6993,-104880.0000,-139860.0000
932.8594,-4795,-5673,-95900.0000,-113460.0000
932.8672,-4902,-5257,-98040.0000,-105140.0000
932.8750,-5100,-5679,-102000.0000,-113580.0000
932.8828,-4755,-5136,-95100.0000,-102720.0000
932.8906,-5104,-6552,-102080.0000,-131040.0000
932.8984,-4730,-5810,-94600.0000,-116200.0000
932.9062,-5037,-4136,-100740.0000,-82720.0000
932.9141,-5035,-4765,-100700.0000,-95300.0000
932.9219,-4454,-6738,-89080.0000,-134760.0000
932.9297,-4153,-6069,-83060.0000,-121380.0000
932.9375,-5072,-6044,-101440.0000,-120880.0000
932.9453,-4670,-5428,-93400.0000,-108560.0000
932.9531,-4752,-4916,-95040.0000,-98320.0000
932.9609,-4808,-4866,-96160.0000,-97320.0000
932.9688,-4510,-5344,-90200.0000,-106880.0000
932.9766,-4208,-4263,-84160.0000,-85260.0000
932.9844,-4924,-5725,-98480.0000,-114500.0000
932.9922,-4653,-5735,-93060.0000,-114700.0000
933.0000,-4269,-5049,-85380.0000,-100980.0000
933.0078,-4081,-4817,-81620.0000,-96340.0000
933.0156,-4079,-4726,-81580.0000,-94520.0000
933.0234,-3757,-3400,-75140.0000,-68000.0000
933.0312,-3945,-6027,-78900.0000,-120540.0000
933.0391,-4552,-7069,-91040.0000,-141380.0000
933.0469,-5205,-5713,-104100.0000,-114260.0000
933.0547,-5179,-5178,-103580.0000,-103560.0000
933.0625,-4497,-6413,-89940.0000,-128260.0000
933.0703,-5035,-5623,-100700.0000,-112460.0000
933.0781,-6076,-4740,-121520.0000,-94800.0000
933.0859,-5385,-5691,-107700.0000,-113820.0000
933.0938,-5797,-8227,-115940.0000,-164540.0000
933.1016,-7036,-7529,-140720.0000,-150580.0000
933.1094,-6704,-6665,-134080.0000,-133300.0000
933.1172,-6520,-6940,-130400.0000,-138800.0000
933.1250,-7353,-7003,-147060.0000,-140060.0000
933.1328,-7869,-6483,-157380.0000,-129660.0000
