metodo,butterworth,suavizado,ventana_s,shift_s,n_celdas,Pearson,Spearman,MAE_dB,RMSE_dB,bias_rec_menos_fa_dB
welch,False,rolling,30,12,116940,0.7030938105681818,0.6695769191148027,4.53501792112039,6.450526452602178,3.8122383512109765
welch,False,rolling,30,13,116820,0.7013332131123537,0.6663821733097293,4.546830976232868,6.457718242732779,3.809383212693475
welch,False,rolling,30,14,116700,0.6988472721267948,0.6621993803608047,4.562652561222461,6.470291411809199,3.8084188600970434
welch,False,rolling,30,15,116580,0.6957246777981005,0.6572312734752589,4.581494515756592,6.48718827363017,3.808314216989865
welch,False,rolling,30,16,116460,0.6920490833752667,0.6515725607789145,4.601698775981613,6.507103478563541,3.8076138959091828
welch,False,rolling,30,17,116340,0.6878324189432724,0.6452073085565279,4.623825789300327,6.530268988938532,3.806806728427458
welch,False,rolling,30,18,116220,0.6831553353053907,0.6382878139168416,4.647687600208333,6.5566650417592385,3.8065177279228504
welch,False,rolling,30,19,116100,0.6780384357327026,0.6309411111168668,4.673137668476395,6.586254501387573,3.807339477008415
welch,False,rolling,30,20,115980,0.6725004599205965,0.6231974794128436,4.6999659251245625,6.618098994496973,3.808510671945174
welch,False,rolling,30,21,115860,0.6668015462689378,0.6152891776867118,4.726615445194791,6.650654752622488,3.8090076481589223
welch,False,rolling,30,22,115740,0.6609860699606961,0.6072091100526685,4.753058397095956,6.683192440209997,3.8078408061765376
welch,False,rolling,30,23,115620,0.6550952830219615,0.5990420217399831,4.779744028600499,6.716109477797675,3.80589290596082
welch,False,rolling,30,24,115500,0.6492101694067174,0.590845289441464,4.805735433285266,6.74851706337623,3.803125870696593
welch,False,rolling,30,25,115380,0.6432584346876806,0.5825759281331413,4.831610419076475,6.781076776765242,3.801156558789579
welch,False,rolling,30,26,115320,0.6365247726772196,0.5740212083241097,4.8643746666564835,6.826453993251145,3.8052798217244117
welch,False,rolling,30,27,115260,0.6301699933764501,0.56571169533294,4.89523207407518,6.866947051374496,3.8074211446813853
welch,False,rolling,30,28,115200,0.6239612840935328,0.5576218416968052,4.9259085197275905,6.9062028125430865,3.80923418570829
welch,False,rolling,30,29,115140,0.6179464493444622,0.5498332825634418,4.956884914720377,6.946133954279232,3.8123188674798367
welch,False,rolling,30,30,115080,0.6120594513528199,0.5421967684687722,4.987300777808355,6.984758134371501,3.8163947718809617
welch,False,rolling,60,0,118380,0.6621765069335592,0.6269405382799349,4.617408268639471,6.595403651837473,3.807962802773609
welch,False,rolling,60,1,118320,0.6615816851423921,0.6264135929791843,4.623298247316529,6.602937785825129,3.8112474028666155
welch,False,rolling,60,2,118260,0.6610167885171134,0.6258209593888867,4.629291457194319,6.609541910357464,3.8142932799644647
welch,False,rolling,60,3,118200,0.6604198593212055,0.6251598747368873,4.635806421868846,6.616337341281028,3.817645887978557
welch,False,rolling,60,4,118140,0.6598186615637794,0.6244492997552419,4.6428209947543655,6.623688777374796,3.8215453407672952
