Tiempo_s,Canal_1,Canal_2
1290.1719,-319,-2216
1290.1797,-295,-2421
1290.1875,-727,-2490
1290.1953,-1095,-2393
1290.2031,-740,-2295
1290.2109,-810,-2425
1290.2188,-1739,-2741
1290.2266,-1569,-2567
1290.2344,-1519,-2796
1290.2422,-1426,-2759
1290.2500,-1653,-2863
1290.2578,-1878,-2891
1290.2656,-1816,-2831
1290.2734,-1709,-2948
1290.2812,-1975,-3039
1290.2891,-1692,-2820
1290.2969,-1949,-3038
1290.3047,-1934,-3202
1290.3125,-1517,-3032
1290.3203,-1697,-3098
1290.3281,-2243,-3031
1290.3359,-2194,-2933
1290.3438,-2147,-2991
1290.3516,-2241,-3137
1290.3594,-2102,-3111
1290.3672,-1708,-2955
1290.3750,-2080,-3104
1290.3828,-2438,-3277
1290.3906,-2170,-2854
1290.3984,-1989,-2944
1290.4062,-2905,-3279
1290.4141,-1963,-2801
1290.4219,-1968,-2951
1290.4297,-2545,-3238
1290.4375,-2249,-2863
1290.4453,-1911,-2793
1290.4531,-2602,-3209
1290.4609,-1999,-2967
1290.4688,-2487,-3134
1290.4766,-3474,-3472
1290.4844,-2925,-3128
1290.4922,-2484,-3113
1290.5000,-3170,-3448
1290.5078,-2690,-3026
1290.5156,-2690,-2750
1290.5234,-2977,-3204
1290.5312,-2994,-3264
1290.5391,-3119,-3154
1290.5469,-3379,-3459
1290.5547,-3200,-3433
1290.5625,-3542,-3216
1290.5703,-3378,-3365
1290.5781,-3856,-3424
1290.5859,-3148,-3460
1290.5938,-2613,-3556
1290.6016,-2841,-3192
1290.6094,-3689,-3197
1290.6172,-3198,-3382
1290.6250,-3302,-3160
1290.6328,-2806,-3075
1290.6406,-3389,-3528
1290.6484,-3766,-3518
1290.6562,-3189,-3082
1290.6641,-2710,-3215
1290.6719,-3016,-3332
1290.6797,-2607,-3219
1290.6875,-2945,-3292
1290.6953,-2891,-3303
1290.7031,-2542,-3128
1290.7109,-3270,-3515
1290.7188,-3655,-3472
1290.7266,-2862,-3189
1290.7344,-3195,-3319
1290.7422,-3217,-3658
1290.7500,-2205,-3256
1290.7578,-2453,-3100
1290.7656,-3721,-2929
1290.7734,-3454,-3156
1290.7812,-3410,-3489
1290.7891,-3623,-3656
1290.7969,-3296,-3367
1290.8047,-3025,-3358
1290.8125,-3400,-3530
1290.8203,-3054,-3494
1290.8281,-3307,-3497
1290.8359,-3532,-3504
1290.8438,-3140,-3435
1290.8516,-3049,-3377
1290.8594,-3496,-3416
1290.8672,-2754,-3268
1290.8750,-2529,-3276
1290.8828,-2449,-3352
1290.8906,-1679,-3138
1290.8984,-1124,-3065
1290.9062,-892,-3345
1290.9141,-88,-3610
1290.9219,201,-3726
1290.9297,333,-4133
1290.9375,156,-4451
1290.9453,206,-4497
1290.9531,77,-4695
1290.9609,-255,-5078
1290.9688,-928,-5130
1290.9766,-1614,-5299
1290.9844,-2042,-5414
1290.9922,-2089,-5059
1291.0000,-2754,-5236
1291.0078,-3434,-5930
1291.0156,-3258,-5576
1291.0234,-3282,-4952
1291.0312,-4089,-4767
1291.0391,-4059,-4736
1291.0469,-3575,-4461
1291.0547,-3793,-4403
1291.0625,-4139,-4592
1291.0703,-3730,-4513
1291.0781,-3622,-4314
1291.0859,-4060,-4600
1291.0938,-4166,-4213
1291.1016,-4193,-3683
1291.1094,-4431,-4178
1291.1172,-4122,-4386
1291.1250,-4203,-3965
1291.1328,-4465,-4167
1291.1406,-4115,-4166
1291.1484,-4178,-3990
1291.1562,-4578,-4122
1291.1641,-4465,-4091
1291.1719,-4212,-3983
1291.1797,-4163,-4019
1291.1875,-4188,-3933
1291.1953,-4333,-3854
1291.2031,-4257,-3840
1291.2109,-3778,-3729
1291.2188,-4053,-3666
1291.2266,-4012,-3702
1291.2344,-3749,-3662
1291.2422,-3602,-3600
1291.2500,-3879,-3599
1291.2578,-3440,-3468
1291.2656,-3486,-3289
1291.2734,-3775,-3644
1291.2812,-4096,-3743
1291.2891,-3525,-3256
1291.2969,-3372,-3178
1291.3047,-3559,-3614
1291.3125,-4139,-3881
1291.3203,-4053,-3619
1291.3281,-4198,-3573
1291.3359,-4082,-3661
1291.3438,-3806,-3687
1291.3516,-3775,-3473
1291.3594,-4413,-3622
1291.3672,-4129,-3762
1291.3750,-4304,-3759
1291.3828,-4409,-3792
1291.3906,-3713,-3662
1291.3984,-4073,-3728
1291.4062,-4882,-4014
1291.4141,-4117,-3759
1291.4219,-3640,-3461
1291.4297,-4019,-3830
1291.4375,-3996,-4064
1291.4453,-3986,-3834
1291.4531,-4126,-3724
1291.4609,-3588,-3773
1291.4688,-3680,-3896
1291.4766,-3841,-3689
1291.4844,-4023,-3656
1291.4922,-4000,-3793
1291.5000,-3992,-3587
1291.5078,-3884,-3880
1291.5156,-3972,-4284
1291.5234,-3667,-3808
1291.5312,-3640,-3467
1291.5391,-3857,-3950
1291.5469,-3826,-3791
1291.5547,-3739,-3679
1291.5625,-4111,-4358
1291.5703,-3894,-4186
1291.5781,-3809,-3856
1291.5859,-4041,-4205
1291.5938,-3981,-4327
1291.6016,-3779,-4254
1291.6094,-3245,-4331
1291.6172,-2292,-4394
1291.6250,-1249,-4088
1291.6328,-370,-3599
1291.6406,-581,-3365
1291.6484,-565,-3369
1291.6562,-106,-2828
1291.6641,-96,-2535
1291.6719,-566,-2821
1291.6797,32,-2456
1291.6875,71,-2153
1291.6953,-377,-2308
1291.7031,-702,-2308
1291.7109,-336,-2363
1291.7188,-386,-2513
1291.7266,-942,-2351
1291.7344,-1575,-2597
1291.7422,-1596,-2976
1291.7500,-1603,-2421
1291.7578,-1685,-2350
1291.7656,-1836,-2975
1291.7734,-1925,-3111
1291.7812,-1685,-2992
1291.7891,-2165,-3106
1291.7969,-2737,-3353
1291.8047,-2545,-3264
1291.8125,-2421,-2909
1291.8203,-2581,-2820
1291.8281,-2631,-3080
1291.8359,-2434,-2747
1291.8438,-2578,-2939
1291.8516,-2914,-3061
1291.8594,-2989,-3026
1291.8672,-2733,-3320
1291.8750,-3010,-3440
1291.8828,-3022,-3026
1291.8906,-2896,-3032
1291.8984,-2662,-2948
1291.9062,-2607,-2926
1291.9141,-2549,-2898
1291.9219,-3212,-2854
1291.9297,-2653,-2606
1291.9375,-2182,-2596
1291.9453,-2555,-2637
1291.9531,-3362,-2704
1291.9609,-2933,-2700
1291.9688,-2447,-2697
1291.9766,-2032,-2545
1291.9844,-2445,-2801
1291.9922,-2371,-2758
1292.0000,-2346,-2782
1292.0078,-2532,-3016
1292.0156,-2154,-2842
1292.0234,-1812,-2616
1292.0312,-2631,-3105
1292.0391,-2644,-3194
1292.0469,-2331,-2921
1292.0547,-2221,-2787
1292.0625,-2362,-3013
1292.0703,-2461,-3294
1292.0781,-2527,-3896
1292.0859,-1810,-3299
1292.0938,-2331,-2572
1292.1016,-2458,-2887
1292.1094,-2342,-3361
1292.1172,-2022,-3096
1292.1250,-2015,-3203
1292.1328,-1858,-3347
1292.1406,-2077,-3123
1292.1484,-2045,-3108
1292.1562,-2483,-3413
1292.1641,-2529,-3363
1292.1719,-2203,-3299
1292.1797,-2702,-3405
1292.1875,-3284,-3451
1292.1953,-2796,-3285
1292.2031,-2349,-3227
1292.2109,-2499,-3287
1292.2188,-2495,-3210
1292.2266,-2243,-3031
1292.2344,-2328,-3121
1292.2422,-2617,-3442
1292.2500,-2615,-3391
1292.2578,-2550,-3149
1292.2656,-2768,-3330
1292.2734,-2397,-3227
1292.2812,-2297,-3133
1292.2891,-2525,-3361
1292.2969,-2061,-3260
1292.3047,-2311,-3141
1292.3125,-2731,-3196
1292.3203,-2116,-3072
1292.3281,-1803,-3198
1292.3359,-2186,-3219
1292.3438,-2024,-2984
1292.3516,-1767,-3119
1292.3594,-1533,-3293
1292.3672,-971,-2948
1292.3750,-598,-2881
1292.3828,73,-3120
1292.3906,583,-3020
1292.3984,228,-3261
1292.4062,10,-3725
1292.4141,61,-4162
1292.4219,-87,-4377
1292.4297,-603,-4554
1292.4375,-1036,-4700
1292.4453,-1615,-4948
1292.4531,-2065,-5108
1292.4609,-2514,-5104
1292.4688,-3058,-4966
1292.4766,-3900,-5261
1292.4844,-4581,-5588
1292.4922,-4574,-5352
1292.5000,-4342,-5184
1292.5078,-4316,-5249
1292.5156,-4168,-5077
1292.5234,-3718,-5087
1292.5312,-3633,-4839
1292.5391,-4274,-4418
1292.5469,-4671,-4499
1292.5547,-4588,-4671
1292.5625,-4307,-4622
1292.5703,-4334,-4642
1292.5781,-4292,-4564
1292.5859,-4337,-4487
1292.5938,-4362,-4433
1292.6016,-3979,-4246
1292.6094,-4023,-4403
1292.6172,-4297,-4485
1292.6250,-4072,-4076
1292.6328,-4067,-4104
1292.6406,-4227,-4295
1292.6484,-3762,-3933
1292.6562,-3826,-3976
1292.6641,-4082,-4108
1292.6719,-3668,-3711
1292.6797,-3882,-3705
1292.6875,-3984,-4113
1292.6953,-3740,-3941
1292.7031,-3595,-3767
1292.7109,-3708,-3607
1292.7188,-3514,-3561
1292.7266,-4000,-3675
1292.7344,-3741,-3689
1292.7422,-3171,-3416
1292.7500,-4012,-3638
1292.7578,-4108,-3748
1292.7656,-3414,-3500
1292.7734,-3299,-3440
1292.7812,-3763,-3586
1292.7891,-3621,-3528
1292.7969,-3662,-3837
1292.8047,-3529,-3928
1292.8125,-3194,-3925
1292.8203,-2756,-3896
1292.8281,-1606,-3896
1292.8359,-403,-3542
1292.8438,-191,-3279
1292.8516,174,-3100
1292.8594,556,-2908
1292.8672,366,-2537
1292.8750,156,-2527
1292.8828,264,-2554
1292.8906,611,-2240
1292.8984,539,-1810
1292.9062,-81,-2024
1292.9141,-378,-2167
1292.9219,-16,-2003
1292.9297,-178,-2033
1292.9375,-898,-2556
1292.9453,-1049,-2573
1292.9531,-1128,-2496
1292.9609,-1367,-2594
1292.9688,-1362,-2597
1292.9766,-1310,-2514
1292.9844,-1833,-2886
1292.9922,-1874,-2952
1293.0000,-1849,-2827
1293.0078,-2110,-2901
1293.0156,-2205,-3016
1293.0234,-1880,-2867
1293.0312,-2175,-2958
1293.0391,-2146,-2992
1293.0469,-1929,-2888
1293.0547,-2108,-2942
1293.0625,-2158,-3083
1293.0703,-1949,-2982
1293.0781,-2409,-2834
1293.0859,-2513,-3049
1293.0938,-2277,-3206
1293.1016,-2176,-3097
1293.1094,-2306,-2925
1293.1172,-2344,-2837
1293.1250,-2464,-2991
1293.1328,-2274,-2899
1293.1406,-2492,-2887
1293.1484,-2580,-3035
1293.1562,-2446,-2926
1293.1641,-2112,-2754
1293.1719,-2493,-3097
1293.1797,-2465,-3257
1293.1875,-2612,-2854
1293.1953,-2357,-2767
1293.2031,-2094,-2995
1293.2109,-2602,-2922
1293.2188,-2728,-2689
1293.2266,-1623,-2952
1293.2344,-2141,-2806
1293.2422,-2563,-2435
1293.2500,-1902,-2753
1293.2578,-1713,-2981
1293.2656,-2055,-2616
1293.2734,-1488,-2653
1293.2812,-1484,-2703
1293.2891,-978,-2640
1293.2969,-617,-2302
1293.3047,-840,-2647
1293.3125,-1031,-3020
1293.3203,-815,-3030
1293.3281,-1320,-3324
1293.3359,-1781,-3738
1293.3438,-2450,-3494
1293.3516,-3241,-3703
1293.3594,-4051,-4384
1293.3672,-4448,-4140
1293.3750,-5111,-4037
1293.3828,-5448,-5032
1293.3906,-5976,-5302
1293.3984,-6086,-4578
1293.4062,-5990,-4137
1293.4141,-5980,-4414
1293.4219,-6114,-4454
1293.4297,-5927,-4209
1293.4375,-6001,-3953
1293.4453,-5605,-3891
1293.4531,-5622,-3984
1293.4609,-5076,-4058
1293.4688,-5310,-3861
1293.4766,-5781,-3695
1293.4844,-5782,-3745
1293.4922,-5602,-3657
1293.5000,-5444,-3573
1293.5078,-5255,-3678
1293.5156,-5537,-3724
1293.5234,-5405,-3564
1293.5312,-4849,-3646
1293.5391,-4798,-3573
1293.5469,-5589,-3865
1293.5547,-5466,-3808
1293.5625,-4895,-3469
1293.5703,-4931,-3703
1293.5781,-5286,-3897
1293.5859,-4646,-3524
1293.5938,-4595,-3356
1293.6016,-4800,-3713
1293.6094,-4657,-3974
1293.6172,-4146,-3914
1293.6250,-4072,-4207
1293.6328,-3440,-4217
1293.6406,-2261,-4222
1293.6484,-837,-4132
1293.6562,-263,-3702
1293.6641,-101,-3462
1293.6719,428,-3253
1293.6797,1025,-2310
1293.6875,405,-2198
1293.6953,454,-2374
1293.7031,726,-2068
1293.7109,482,-1906
1293.7188,264,-2147
1293.7266,703,-1789
1293.7344,35,-1945
1293.7422,-258,-2165
1293.7500,-115,-1602
1293.7578,-570,-1188
1293.7656,-1261,-2181
1293.7734,-869,-2859
1293.7812,-1015,-2522
1293.7891,-1296,-2454
1293.7969,-1292,-2525
1293.8047,-1505,-2254
1293.8125,-1697,-2253
1293.8203,-1327,-2346
1293.8281,-1422,-2283
1293.8359,-1565,-2308
1293.8438,-1673,-2306
1293.8516,-1819,-2174
1293.8594,-1695,-2116
1293.8672,-1543,-1953
1293.8750,-1762,-2145
1293.8828,-1989,-2555
1293.8906,-1988,-2327
1293.8984,-1619,-1753
1293.9062,-1400,-2010
1293.9141,-1593,-2376
1293.9219,-1553,-2332
1293.9297,-1409,-2305
1293.9375,-1445,-2271
1293.9453,-1839,-2479
1293.9531,-1800,-2428
1293.9609,-1643,-2251
1293.9688,-1927,-2305
1293.9766,-1739,-2492
1293.9844,-1602,-2140
1293.9922,-1922,-2052
1294.0000,-1862,-2390
1294.0078,-1566,-2299
1294.0156,-1785,-2014
1294.0234,-2104,-2388
1294.0312,-1910,-2557
1294.0391,-2127,-2388
1294.0469,-1936,-2189
1294.0547,-1720,-2323
1294.0625,-2019,-2526
1294.0703,-2017,-2388
1294.0781,-1569,-1969
1294.0859,-1444,-2153
1294.0938,-2125,-2699
1294.1016,-2309,-2519
1294.1094,-2177,-2515
1294.1172,-2005,-2718
1294.1250,-2392,-2571
1294.1328,-1954,-2462
1294.1406,-1552,-2751
1294.1484,-2323,-2726
1294.1562,-2526,-2368
1294.1641,-1986,-2475
1294.1719,-2259,-2463
1294.1797,-2403,-2421
1294.1875,-2041,-2626
1294.1953,-2233,-2317
1294.2031,-2116,-1805
1294.2109,-1933,-2461
1294.2188,-2340,-3216
1294.2266,-2313,-2789
1294.2344,-2321,-2543
1294.2422,-2460,-2612
1294.2500,-2528,-2612
1294.2578,-2634,-2653
1294.2656,-2514,-2484
1294.2734,-2059,-2345
1294.2812,-2166,-2433
1294.2891,-2381,-2430
1294.2969,-2499,-2627
1294.3047,-2478,-2455
1294.3125,-2266,-2122
1294.3203,-2040,-2307
1294.3281,-2089,-2213
1294.3359,-1983,-1959
1294.3438,-2128,-2136
1294.3516,-1952,-1999
1294.3594,-1899,-2015
1294.3672,-2067,-2480
1294.3750,-1890,-2255
1294.3828,-1853,-2105
1294.3906,-2089,-2250
1294.3984,-1998,-2146
1294.4062,-2136,-2178
1294.4141,-2100,-2370
1294.4219,-1917,-2034
1294.4297,-2254,-2262
1294.4375,-2344,-2522
1294.4453,-2004,-2197
1294.4531,-2583,-2304
1294.4609,-2617,-2340
1294.4688,-2200,-2025
1294.4766,-2420,-2002
1294.4844,-2861,-2453
1294.4922,-2555,-2143
1294.5000,-2398,-1863
1294.5078,-2409,-1803
1294.5156,-2691,-2222
1294.5234,-2670,-2261
1294.5312,-2612,-2055
1294.5391,-2433,-2118
1294.5469,-2506,-2114
1294.5547,-2491,-1646
1294.5625,-2159,-1755
1294.5703,-1927,-2127
1294.5781,-1823,-2048
1294.5859,-1570,-1618
1294.5938,-1435,-1755
1294.6016,-943,-2048
1294.6094,-608,-2253
1294.6172,-628,-2038
1294.6250,-369,-2319
1294.6328,-408,-2836
1294.6406,-1580,-2984
1294.6484,-2143,-3473
1294.6562,-2339,-4392
1294.6641,-3359,-4632
1294.6719,-4028,-4209
1294.6797,-3983,-4178
1294.6875,-4658,-4572
1294.6953,-5479,-4205
1294.7031,-5694,-3734
1294.7109,-5659,-4150
1294.7188,-5424,-4293
1294.7266,-5380,-3836
1294.7344,-5320,-3680
1294.7422,-5256,-3911
1294.7500,-5467,-4114
1294.7578,-5421,-3909
1294.7656,-5060,-3646
1294.7734,-4985,-3348
1294.7812,-5062,-3381
1294.7891,-5183,-3669
1294.7969,-5117,-3623
1294.8047,-4778,-3474
1294.8125,-5062,-3386
1294.8203,-5103,-2967
1294.8281,-4939,-3003
1294.8359,-5081,-3562
1294.8438,-4955,-3459
1294.8516,-4593,-3094
1294.8594,-4904,-3323
1294.8672,-5063,-3316
1294.8750,-4773,-3203
1294.8828,-4824,-3052
1294.8906,-4824,-3193
1294.8984,-4842,-3293
1294.9062,-4800,-3182
1294.9141,-4842,-3086
1294.9219,-4743,-3280
1294.9297,-5031,-3387
1294.9375,-5038,-3414
1294.9453,-4694,-3269
1294.9531,-4871,-3171
1294.9609,-4896,-3179
1294.9688,-4638,-3245
1294.9766,-4440,-3027
1294.9844,-4753,-3448
1294.9922,-4766,-3678
1295.0000,-4338,-3480
1295.0078,-4571,-3249
1295.0156,-5181,-3317
1295.0234,-4555,-3210
1295.0312,-4220,-3138
1295.0391,-4614,-3368
1295.0469,-4139,-3351
1295.0547,-4087,-3103
1295.0625,-4346,-3300
1295.0703,-4114,-3520
1295.0781,-3921,-3292
1295.0859,-4212,-3179
1295.0938,-4212,-3408
1295.1016,-4247,-3355
1295.1094,-4232,-3357
1295.1172,-4316,-3314
1295.1250,-4338,-3269
1295.1328,-4168,-3370
1295.1406,-3706,-3163
1295.1484,-4000,-3125
1295.1562,-4118,-3393
1295.1641,-3878,-3167
1295.1719,-3846,-3021
1295.1797,-3978,-3095
1295.1875,-3730,-3170
1295.1953,-3999,-3247
1295.2031,-4081,-3050
1295.2109,-3706,-2826
1295.2188,-3785,-3084
1295.2266,-3887,-3225
1295.2344,-3739,-3070
1295.2422,-3943,-3082
1295.2500,-4166,-3123
1295.2578,-4074,-3313
1295.2656,-3739,-3003
1295.2734,-3927,-2552
1295.2812,-4158,-2963
1295.2891,-4289,-3066
1295.2969,-3935,-2765
1295.3047,-4029,-3124
1295.3125,-3945,-2951
1295.3203,-3547,-2198
1295.3281,-3446,-2780
1295.3359,-3681,-3127
1295.3438,-3433,-2576
1295.3516,-3236,-2764
1295.3594,-3554,-2991
1295.3672,-3688,-2636
1295.3750,-3616,-2721
1295.3828,-3271,-2758
1295.3906,-2977,-2394
1295.3984,-3224,-2414
1295.4062,-3469,-2481
1295.4141,-3364,-2439
1295.4219,-3505,-2415
1295.4297,-3678,-2576
1295.4375,-3513,-2632
1295.4453,-3425,-2582
1295.4531,-3296,-2401
1295.4609,-2994,-2333
1295.4688,-3170,-2201
1295.4766,-3275,-2224
1295.4844,-2944,-2359
1295.4922,-2873,-2292
1295.5000,-2974,-2286
1295.5078,-3227,-2634
1295.5156,-3503,-2515
1295.5234,-3289,-2284
1295.5312,-3181,-2433
1295.5391,-3456,-2415
1295.5469,-3242,-2290
1295.5547,-2946,-2331
1295.5625,-3101,-2522
1295.5703,-2853,-2548
1295.5781,-2964,-2449
1295.5859,-3231,-2547
1295.5938,-2788,-2598
1295.6016,-2489,-2471
1295.6094,-2995,-2158
1295.6172,-2812,-2359
1295.6250,-2905,-2635
1295.6328,-2875,-2202
1295.6406,-2980,-2251
1295.6484,-3225,-2858
1295.6562,-3159,-2839
1295.6641,-2658,-2448
1295.6719,-3138,-2606
1295.6797,-3049,-2603
1295.6875,-2540,-2515
1295.6953,-3013,-2726
1295.7031,-3139,-2445
1295.7109,-2583,-2101
1295.7188,-3015,-2719
1295.7266,-3148,-2776
1295.7344,-2732,-2347
1295.7422,-3128,-2533
1295.7500,-3186,-2841
1295.7578,-2827,-2738
1295.7656,-3153,-2541
1295.7734,-3299,-2455
1295.7812,-3063,-2457
1295.7891,-2871,-2490
1295.7969,-3025,-2479
1295.8047,-3380,-2717
1295.8125,-2968,-2489
1295.8203,-2539,-2383
1295.8281,-3049,-2554
1295.8359,-3077,-2489
1295.8438,-2734,-2339
1295.8516,-3044,-2599
1295.8594,-3249,-2710
1295.8672,-2645,-2849
1295.8750,-2915,-2934
1295.8828,-3577,-2704
1295.8906,-3575,-2348
1295.8984,-2693,-2472
1295.9062,-2309,-2416
1295.9141,-3012,-2849
1295.9219,-3311,-2887
1295.9297,-3040,-2572
1295.9375,-3076,-2410
1295.9453,-2993,-3058
1295.9531,-3015,-2405
1295.9609,-2919,-2598
1295.9688,-2835,-2299
1295.9766,-2883,-2622
1295.9844,-2857,-2513
1295.9922,-2890,-2816
1296.0000,-2848,-2619
1296.0078,-2742,-2062
1296.0156,-2583,-1627
1296.0234,-2901,-1831
1296.0312,-3023,-2899
1296.0391,-2884,-2828
1296.0469,-3201,-2802
1296.0547,-3421,-2619
1296.0625,-3325,-1933
1296.0703,-2664,-2106
1296.0781,-2920,-2468
1296.0859,-3189,-2790
1296.0938,-2917,-2151
1296.1016,-3148,-910
1296.1094,-3075,-719
1296.1172,-2332,-2185
1296.1250,-3319,-1473
1296.1328,-3962,-1598
1296.1406,-2814,-2999
1296.1484,-2413,-2055
1296.1562,-3286,1684
1296.1641,-3101,-690
1296.1719,-3982,-4609
1296.1797,-3806,-2202
1296.1875,-3090,-1342
1296.1953,-3856,-4077
1296.2031,-4119,-3974
1296.2109,-3215,-2484
1296.2188,-3558,-3536
1296.2266,-3637,-3227
1296.2344,-2818,-2243
1296.2422,-3415,-2902
1296.2500,-3933,-3626
1296.2578,-3784,-3562
1296.2656,-3906,-2304
1296.2734,-3250,-2600
1296.2812,-2690,-4294
1296.2891,-3714,-4620
1296.2969,-3710,-4489
1296.3047,-3471,-4520
1296.3125,-3842,-4677
1296.3203,-3754,-5180
1296.3281,-3494,-5025
1296.3359,-3838,-4882
1296.3438,-3895,-4795
1296.3516,-3903,-5672
1296.3594,-4134,-5533
1296.3672,-4170,-5351
1296.3750,-3728,-5188
1296.3828,-3594,-4652
1296.3906,-3618,-5000
1296.3984,-3962,-4430
1296.4062,-3884,-4638
1296.4141,-3846,-4314
1296.4219,-3649,-4187
1296.4297,-3907,-3614
1296.4375,-3412,-3740
1296.4453,-3031,-3895
1296.4531,-3334,-4153
1296.4609,-3446,-3542
1296.4688,-3166,-3300
1296.4766,-3280,-3687
1296.4844,-3136,-3696
1296.4922,-3192,-3455
1296.5000,-3450,-3263
1296.5078,-3152,-3024
1296.5156,-3338,-3247
1296.5234,-3767,-4016
1296.5312,-3570,-4085
1296.5391,-3660,-3718
1296.5469,-3637,-3491
1296.5547,-3485,-3576
1296.5625,-4043,-3661
1296.5703,-4305,-3530
1296.5781,-3607,-3523
1296.5859,-4192,-3660
1296.5938,-4170,-3473
1296.6016,-4033,-3362
1296.6094,-3922,-3901
1296.6172,-3159,-3982
1296.6250,-2887,-3576
1296.6328,-3044,-3341
1296.6406,-1828,-3569
1296.6484,-929,-2824
1296.6562,-248,-2654
1296.6641,-352,-2187
1296.6719,-130,-1808
1296.6797,353,-2155
1296.6875,1168,-2195
1296.6953,804,-2041
1296.7031,204,-1679
1296.7109,842,-1539
1296.7188,1135,-1633
1296.7266,317,-1689
1296.7344,514,-944
1296.7422,829,-1097
1296.7500,-390,-1283
1296.7578,-69,-1202
1296.7656,685,-1400
1296.7734,-306,-1644
1296.7812,-317,-1528
1296.7891,-581,-2073
1296.7969,-1448,-1792
1296.8047,-973,-1491
1296.8125,-634,-805
1296.8203,-1429,891
1296.8281,-772,-239
1296.8359,-751,-1988
1296.8438,-1123,-2215
1296.8516,-1224,-2725
1296.8594,-1505,167
1296.8672,-1393,-209
1296.8750,-1149,-4110
1296.8828,-1451,-2564
1296.8906,-1609,-1906
1296.8984,-1748,-4658
1296.9062,-2053,-2008
1296.9141,-1892,-1193
1296.9219,-1914,-3878
1296.9297,-2479,-3469
1296.9375,-2171,-3171
1296.9453,-1766,-3835
1296.9531,-2097,-3462
1296.9609,-2965,-3889
1296.9688,-2392,-2838
1296.9766,-1505,-2132
1296.9844,-1703,-3863
1296.9922,-1704,-4189
1297.0000,-1623,-3787
1297.0078,-1826,-4600
1297.0156,-1642,-4495
1297.0234,-1563,-3849
1297.0312,-1859,-4350
1297.0391,-1727,-3901
1297.0469,-1638,-3951
1297.0547,-2239,-4344
1297.0625,-2169,-3427
1297.0703,-1383,-2474
1297.0781,-1568,-2596
1297.0859,-1782,-3998
1297.0938,-1367,-4346
1297.1016,-1298,-3890
1297.1094,-1752,-3552
1297.1172,-1861,-3690
1297.1250,-1214,-3052
1297.1328,-1272,-3081
1297.1406,-1199,-2046
1297.1484,-695,-1543
1297.1562,-1037,-3347
1297.1641,-1214,-3774
1297.1719,-1006,-2018
1297.1797,-1490,-2378
1297.1875,-1526,-3517
1297.1953,-938,-2523
1297.2031,-676,-1621
1297.2109,-946,-2215
1297.2188,-1079,-2428
1297.2266,-904,-2358
1297.2344,-1083,-3172
1297.2422,-1403,-2893
1297.2500,-1275,-2457
1297.2578,-1047,-2277
1297.2656,-1237,-2517
1297.2734,-1389,-2649
1297.2812,-1200,-2482
1297.2891,-1582,-2460
1297.2969,-1604,-2266
1297.3047,-1253,-2145
1297.3125,-1189,-1885
1297.3203,-1525,-1988
1297.3281,-1444,-1996
1297.3359,-1666,-2016
1297.3438,-1650,-1830
1297.3516,-879,-1521
1297.3594,-1498,-1682
1297.3672,-1810,-1943
1297.3750,-266,-1212
1297.3828,-6,-770
1297.3906,-1671,-1737
1297.3984,-1437,-1984
1297.4062,-1090,-1623
1297.4141,-1469,-1909
1297.4219,-1032,-1661
1297.4297,-1025,-1534
1297.4375,-1442,-1534
1297.4453,-1057,-1496
1297.4531,-1124,-1501
1297.4609,-1131,-1598
1297.4688,-611,-917
1297.4766,-788,-1263
1297.4844,-1374,-2110
1297.4922,-748,-1349
1297.5000,-158,-771
1297.5078,-1078,-1597
1297.5156,-606,-649
1297.5234,-117,-701
1297.5312,-1694,-2440
1297.5391,-1602,-1850
1297.5469,-618,-807
1297.5547,-1063,-1057
1297.5625,-1283,-204
1297.5703,-1102,-799
1297.5781,-2451,-3211
1297.5859,-2498,-2508
1297.5938,-1831,-2464
1297.6016,-1941,-3089
1297.6094,-2548,-2470
1297.6172,-2691,-2325
1297.6250,-2691,-3149
1297.6328,-2900,-2800
1297.6406,-2813,-2701
1297.6484,-2512,-2661
1297.6562,-2451,-2315
1297.6641,-1787,-1961
1297.6719,-1292,-2073
1297.6797,-1058,-1955
1297.6875,-745,-2146
1297.6953,-456,-2307
1297.7031,-558,-2488
1297.7109,-1060,-2661
1297.7188,-1810,-2818
1297.7266,-2275,-3436
1297.7344,-2455,-3660
1297.7422,-3397,-3125
1297.7500,-4357,-3609
1297.7578,-4229,-3566
1297.7656,-5032,-3692
1297.7734,-5549,-4042
1297.7812,-4948,-4082
1297.7891,-5236,-4096
1297.7969,-5848,-4055
1297.8047,-5815,-3500
1297.8125,-5860,-3742
1297.8203,-6037,-4074
1297.8281,-5450,-3347
1297.8359,-4969,-3141
1297.8438,-5389,-3680
1297.8516,-5478,-3241
1297.8594,-5505,-3355
1297.8672,-5790,-3567
1297.8750,-5167,-3179
1297.8828,-5406,-3367
1297.8906,-5770,-3605
1297.8984,-5472,-3400
1297.9062,-5384,-3573
1297.9141,-5623,-3464
1297.9219,-5464,-3427
1297.9297,-5182,-3304
1297.9375,-5413,-3351
1297.9453,-5514,-3298
1297.9531,-5331,-3425
1297.9609,-4416,-3127
1297.9688,-4588,-3110
1297.9766,-5790,-3433
1297.9844,-5705,-3215
1297.9922,-5104,-2964
1298.0000,-5051,-3377
1298.0078,-5443,-3474
1298.0156,-5256,-3286
1298.0234,-4825,-3120
1298.0312,-4894,-3322
1298.0391,-5301,-3329
1298.0469,-4746,-3197
1298.0547,-4702,-3139
