Tiempo_s,Canal_1,Canal_2
8.3594,-1949,-2938
8.3672,-2019,-2991
8.3750,-1859,-3083
8.3828,-2093,-2925
8.3906,-2221,-2825
8.3984,-2033,-2934
8.4062,-2041,-3126
8.4141,-2062,-3262
8.4219,-1935,-2658
8.4297,-2141,-2443
8.4375,-2252,-3379
8.4453,-2228,-3738
8.4531,-2138,-3103
8.4609,-1618,-3250
8.4688,-925,-3483
8.4766,-309,-3219
8.4844,807,-2954
8.4922,1404,-2779
8.5000,1662,-2571
8.5078,2404,-2595
8.5156,3054,-2327
8.5234,3286,-2212
8.5312,3510,-2080
8.5391,3821,-1887
8.5469,4048,-1661
8.5547,4133,-1385
8.5625,4257,-1323
8.5703,4630,-1427
8.5781,4785,-833
8.5859,4666,-739
8.5938,4630,-1252
8.6016,4558,-900
8.6094,4264,-639
8.6172,4209,-887
8.6250,4371,-739
8.6328,4287,-554
8.6406,4059,-566
8.6484,4028,-313
8.6562,3790,-269
8.6641,3692,-609
8.6719,3966,-310
8.6797,3782,-501
8.6875,2979,-981
8.6953,2567,-1026
8.7031,2617,-811
8.7109,2464,-1037
8.7188,2107,-1266
8.7266,1989,-1737
8.7344,1645,-1627
8.7422,1323,-1405
8.7500,1342,-1499
8.7578,1137,-2000
8.7656,942,-1953
8.7734,872,-1499
8.7812,421,-1672
8.7891,357,-2410
8.7969,678,-2170
8.8047,453,-1900
8.8125,304,-1926
8.8203,448,-1901
8.8281,101,-1706
8.8359,29,-2122
8.8438,-124,-2672
8.8516,-430,-2593
8.8594,-411,-2526
8.8672,-518,-2775
8.8750,-579,-2468
8.8828,-582,-2169
8.8906,-650,-2163
8.8984,-696,-2781
8.9062,-653,-2815
8.9141,-702,-2660
8.9219,-507,-2400
8.9297,-372,-2270
8.9375,-633,-2047
8.9453,-678,-2196
8.9531,-711,-2598
8.9609,-896,-2515
8.9688,-765,-2078
8.9766,-817,-2547
8.9844,-1190,-2456
8.9922,-1117,-2267
9.0000,-1123,-2461
9.0078,-1408,-2278
9.0156,-1032,-2298
9.0234,-896,-2811
9.0312,-1396,-1987
9.0391,-1519,-1449
9.0469,-1225,-1663
9.0547,-1081,-2584
9.0625,-1209,-2996
9.0703,-1353,-2584
9.0781,-1554,-2286
9.0859,-1403,-2758
9.0938,-1425,-2614
9.1016,-1481,-2217
9.1094,-1226,-1889
9.1172,-1242,-2486
9.1250,-1605,-2898
9.1328,-1303,-2226
9.1406,-1142,-1522
9.1484,-1089,-2695
9.1562,-1074,-2981
9.1641,-1131,-2498
9.1719,-1128,-2495
9.1797,-904,-2358
9.1875,-934,-2107
9.1953,-715,-2361
9.2031,-748,-2340
9.2109,-917,-2112
9.2188,-750,-1880
9.2266,-585,-1948
9.2344,-970,-2391
9.2422,-899,-2519
9.2500,-739,-2158
9.2578,-733,-2121
9.2656,-696,-1893
9.2734,-729,-2035
9.2812,-933,-2046
9.2891,-964,-2032
9.2969,-1034,-2470
9.3047,-961,-2277
9.3125,-850,-2043
9.3203,-1001,-2713
9.3281,-1205,-2362
9.3359,-1067,-1578
9.3438,-1146,-2194
9.3516,-1130,-2726
9.3594,-924,-2124
9.3672,-985,-2253
9.3750,-1245,-2403
9.3828,-1112,-2434
9.3906,-1084,-2280
9.3984,-1244,-2132
9.4062,-1172,-2213
9.4141,-1324,-2496
9.4219,-1340,-2227
9.4297,-1002,-2128
9.4375,-1058,-2327
9.4453,-1169,-2245
9.4531,-1044,-2100
9.4609,-1004,-2196
9.4688,-1020,-2308
9.4766,-1146,-2047
9.4844,-1384,-2045
9.4922,-1139,-2518
9.5000,-966,-2237
9.5078,-1110,-1932
9.5156,-1264,-2296
9.5234,-1080,-2237
9.5312,-1102,-1815
9.5391,-1101,-2261
9.5469,-1169,-2592
9.5547,-1089,-2259
9.5625,-1158,-2356
9.5703,-1279,-2336
9.5781,-1179,-2185
9.5859,-1051,-2164
9.5938,-1147,-2237
9.6016,-1216,-2102
9.6094,-1308,-2010
9.6172,-1300,-1975
9.6250,-1372,-2400
9.6328,-1179,-2236
9.6406,-957,-2013
9.6484,-1002,-2094
9.6562,-1268,-2095
9.6641,-1275,-1906
9.6719,-1364,-2006
9.6797,-1218,-1934
9.6875,-1115,-1878
9.6953,-1027,-1823
9.7031,-1107,-2170
9.7109,-1263,-2324
9.7188,-1375,-2217
9.7266,-1174,-2150
9.7344,-1472,-2139
9.7422,-1576,-2007
9.7500,-1273,-2137
9.7578,-1276,-2175
9.7656,-1691,-1896
9.7734,-1548,-1899
9.7812,-1235,-2094
9.7891,-1289,-2197
9.7969,-1560,-2168
9.8047,-1531,-1943
9.8125,-1496,-2143
9.8203,-1528,-2447
9.8281,-1601,-2385
9.8359,-1637,-2197
9.8438,-1668,-2280
9.8516,-1587,-1988
9.8594,-1562,-1703
9.8672,-1472,-1994
9.8750,-1462,-2433
9.8828,-1444,-2341
9.8906,-1585,-2328
9.8984,-1780,-2331
9.9062,-1772,-2242
9.9141,-1608,-2133
9.9219,-1610,-2093
9.9297,-1746,-2098
9.9375,-1792,-2079
9.9453,-1810,-1818
9.9531,-1665,-1889
9.9609,-1441,-2247
9.9688,-1612,-2216
9.9766,-1723,-2026
9.9844,-1556,-2032
9.9922,-1423,-1942
10.0000,-1655,-1999
10.0078,-1676,-2006
10.0156,-1518,-1859
10.0234,-1452,-1922
10.0312,-1428,-1807
10.0391,-1327,-1563
10.0469,-1308,-1737
10.0547,-1325,-1857
10.0625,-1361,-1729
10.0703,-1394,-1723
10.0781,-1159,-1591
10.0859,-971,-1491
10.0938,-1053,-1577
10.1016,-568,-1342
10.1094,-118,-1143
10.1172,-501,-1450
10.1250,-457,-1569
10.1328,22,-1545
10.1406,240,-1820
10.1484,264,-2078
10.1562,469,-2298
10.1641,557,-2557
10.1719,494,-2701
10.1797,310,-2862
10.1875,268,-3336
10.1953,186,-3083
10.2031,107,-3228
10.2109,203,-3549
10.2188,113,-3442
10.2266,-70,-3591
10.2344,37,-3783
10.2422,-25,-3296
10.2500,-159,-3494
10.2578,-454,-4131
10.2656,-544,-3882
10.2734,-525,-3705
10.2812,-490,-4082
10.2891,-669,-3821
10.2969,-744,-3735
10.3047,-934,-3829
10.3125,-1023,-3465
10.3203,-1104,-3277
10.3281,-1412,-3673
10.3359,-1677,-3225
10.3438,-1989,-3871
10.3516,-2548,-4739
10.3594,-3201,-3760
10.3672,-4131,-2089
10.3750,-4802,-3253
10.3828,-4988,-4828
10.3906,-5664,-4535
10.3984,-6628,-3854
10.4062,-7216,-3988
10.4141,-7496,-4178
10.4219,-7518,-3831
10.4297,-7573,-3361
10.4375,-7541,-3383
10.4453,-7381,-3608
10.4531,-7429,-3364
10.4609,-7455,-3152
10.4688,-7279,-3157
10.4766,-7299,-3063
10.4844,-7297,-2972
10.4922,-7206,-2852
10.5000,-7328,-2818
10.5078,-7199,-3027
10.5156,-6810,-2801
10.5234,-6945,-2297
10.5312,-7121,-2442
10.5391,-7005,-2603
10.5469,-6794,-2304
10.5547,-6883,-2411
10.5625,-6982,-3375
10.5703,-6811,-3404
10.5781,-6769,-2658
10.5859,-6828,-2266
10.5938,-6681,-2789
10.6016,-6726,-3120
10.6094,-6759,-2761
10.6172,-6441,-2555
10.6250,-6481,-2745
10.6328,-6811,-2789
10.6406,-6669,-2717
10.6484,-6387,-2607
10.6562,-6223,-2365
10.6641,-6330,-2530
10.6719,-6273,-2728
10.6797,-6192,-2524
10.6875,-6228,-2502
10.6953,-6201,-2560
10.7031,-5993,-2286
10.7109,-6023,-2421
10.7188,-6105,-2654
10.7266,-6051,-2397
10.7344,-5935,-2452
10.7422,-5970,-2503
10.7500,-5993,-2465
10.7578,-5894,-2762
10.7656,-5890,-2876
10.7734,-5958,-2607
10.7812,-5934,-2616
10.7891,-5887,-2540
10.7969,-5980,-2431
10.8047,-5941,-2664
10.8125,-5834,-2834
10.8203,-5745,-2694
10.8281,-5789,-2585
10.8359,-6030,-2756
10.8438,-6285,-2978
10.8516,-6434,-2907
10.8594,-6439,-2980
10.8672,-6277,-3071
10.8750,-6104,-2810
10.8828,-6253,-2755
10.8906,-6351,-2958
10.8984,-6447,-2967
10.9062,-6416,-2930
10.9141,-6087,-2897
10.9219,-6122,-2717
10.9297,-6545,-2891
10.9375,-6327,-3049
10.9453,-6159,-2996
10.9531,-6355,-2867
10.9609,-6393,-2922
10.9688,-6292,-3085
10.9766,-6323,-3065
10.9844,-6187,-2926
10.9922,-6207,-2973
11.0000,-6185,-2944
11.0078,-6107,-2822
11.0156,-6227,-2838
11.0234,-6334,-2856
11.0312,-6005,-2777
11.0391,-5980,-2893
11.0469,-5948,-3005
11.0547,-5995,-2921
11.0625,-6018,-2755
11.0703,-6079,-2780
11.0781,-6037,-2907
11.0859,-5940,-2816
11.0938,-5900,-2800
11.1016,-6019,-2943
11.1094,-6016,-2866
11.1172,-6020,-2909
11.1250,-5933,-2966
11.1328,-5692,-2613
11.1406,-5897,-2760
11.1484,-6114,-3246
11.1562,-5907,-2959
11.1641,-5831,-2850
11.1719,-5900,-3112
11.1797,-5889,-2884
11.1875,-5892,-2712
11.1953,-5760,-2968
11.2031,-5698,-2972
11.2109,-5825,-3042
11.2188,-5908,-2989
11.2266,-5872,-2801
11.2344,-5675,-2837
11.2422,-5548,-2974
11.2500,-5649,-2864
11.2578,-5666,-2914
11.2656,-5635,-2791
11.2734,-5588,-2632
11.2812,-5451,-2915
11.2891,-5420,-3037
11.2969,-5559,-2723
11.3047,-5559,-2867
11.3125,-5318,-3086
11.3203,-5299,-2864
11.3281,-5354,-2655
11.3359,-5217,-2695
11.3438,-5082,-2739
11.3516,-5167,-2601
11.3594,-5251,-2612
11.3672,-5153,-3039
11.3750,-5104,-2953
11.3828,-5091,-2730
11.3906,-4992,-2906
11.3984,-5078,-2777
11.4062,-5071,-2370
11.4141,-4874,-2919
11.4219,-4969,-3040
11.4297,-5056,-2589
11.4375,-4943,-2837
11.4453,-4964,-3078
11.4531,-5026,-2912
11.4609,-5029,-3040
11.4688,-5124,-2857
11.4766,-4834,-2764
11.4844,-4716,-3068
11.4922,-4826,-2704
11.5000,-4704,-2327
11.5078,-4625,-2954
11.5156,-4736,-3182
11.5234,-4654,-3133
11.5312,-4692,-3076
11.5391,-4731,-2868
11.5469,-4581,-2716
11.5547,-4617,-2959
11.5625,-4643,-2975
11.5703,-4339,-2859
11.5781,-4039,-2607
11.5859,-3853,-2539
11.5938,-3672,-2515
11.6016,-3590,-2539
11.6094,-3597,-2433
11.6172,-3635,-2470
11.6250,-3729,-2515
11.6328,-3676,-2577
11.6406,-3668,-2475
11.6484,-3681,-2568
11.6562,-3653,-2672
11.6641,-3467,-2569
11.6719,-3380,-2550
11.6797,-3480,-2541
11.6875,-3549,-2450
11.6953,-3571,-2459
11.7031,-3607,-2463
11.7109,-3504,-2434
11.7188,-3385,-2479
11.7266,-3458,-2672
11.7344,-3533,-2732
11.7422,-3405,-2660
11.7500,-3365,-2511
11.7578,-3408,-2424
11.7656,-3398,-2522
11.7734,-3375,-2640
11.7812,-3359,-2637
11.7891,-3252,-2642
11.7969,-3342,-2517
11.8047,-3518,-2547
11.8125,-3448,-2779
11.8203,-3406,-2736
11.8281,-3499,-2522
11.8359,-3506,-2720
11.8438,-3442,-2890
11.8516,-3479,-2820
11.8594,-3535,-2811
11.8672,-3456,-2670
11.8750,-3257,-2525
11.8828,-3221,-2762
11.8906,-3353,-2735
11.8984,-3216,-2636
11.9062,-3205,-2780
11.9141,-3354,-2710
11.9219,-3359,-2563
11.9297,-3352,-2806
11.9375,-3478,-2930
11.9453,-3470,-3039
11.9531,-3534,-3036
11.9609,-3565,-2761
11.9688,-3617,-2700
11.9766,-3728,-2901
11.9844,-3608,-2765
11.9922,-3529,-2826
12.0000,-3717,-3106
12.0078,-3773,-3046
12.0156,-3428,-2809
12.0234,-3590,-2880
12.0312,-3588,-2861
12.0391,-3507,-2676
12.0469,-3567,-2702
12.0547,-3430,-2874
12.0625,-3336,-3011
12.0703,-3544,-2990
12.0781,-3470,-2768
12.0859,-3271,-2849
12.0938,-3476,-2979
12.1016,-3517,-2855
12.1094,-3647,-2873
12.1172,-3461,-3075
12.1250,-3303,-2805
12.1328,-3331,-2725
12.1406,-3271,-3099
12.1484,-3313,-3307
12.1562,-3399,-3237
12.1641,-3275,-3127
12.1719,-3233,-3055
12.1797,-3398,-3234
12.1875,-3322,-3144
12.1953,-3381,-3118
12.2031,-3302,-3042
12.2109,-3137,-2820
12.2188,-3367,-3027
12.2266,-3340,-3252
12.2344,-3045,-2954
12.2422,-3213,-2877
12.2500,-3351,-3101
12.2578,-3249,-3192
12.2656,-3253,-3323
12.2734,-3277,-3228
12.2812,-2955,-3100
12.2891,-2609,-3249
12.2969,-3243,-3105
12.3047,-3526,-2902
12.3125,-3325,-2998
12.3203,-3146,-2867
12.3281,-2956,-2742
12.3359,-2555,-3273
12.3438,-2926,-3422
12.3516,-2915,-3259
12.3594,-2720,-3106
12.3672,-3108,-3089
12.3750,-2950,-3216
12.3828,-2874,-3333
12.3906,-3104,-3232
12.3984,-3105,-3244
12.4062,-2869,-3222
12.4141,-3230,-3434
12.4219,-3161,-3355
12.4297,-3294,-3068
12.4375,-3329,-3179
12.4453,-3087,-3110
12.4531,-3264,-3158
12.4609,-2905,-3829
12.4688,-2912,-3732
12.4766,-3613,-2929
12.4844,-3650,-2969
12.4922,-3007,-3261
12.5000,-3071,-3283
12.5078,-3368,-3184
12.5156,-3247,-3111
12.5234,-3182,-3151
12.5312,-3212,-3164
12.5391,-3215,-3268
12.5469,-3103,-3547
12.5547,-3142,-3439
12.5625,-3295,-3423
12.5703,-3452,-3563
12.5781,-3238,-3298
12.5859,-3176,-2939
12.5938,-3433,-3435
12.6016,-3259,-3861
12.6094,-2900,-3511
12.6172,-3471,-3182
12.6250,-3508,-3359
12.6328,-3219,-3373
12.6406,-2858,-3334
12.6484,-3263,-3116
12.6562,-3274,-3250
12.6641,-3116,-3256
12.6719,-2986,-3328
12.6797,-3194,-3054
12.6875,-3126,-3086
12.6953,-3085,-3697
12.7031,-3364,-3629
12.7109,-3268,-3374
12.7188,-3135,-3592
12.7266,-3296,-3423
12.7344,-3594,-3489
12.7422,-3479,-3544
12.7500,-3350,-2736
12.7578,-3440,-2861
12.7656,-3639,-4143
12.7734,-3866,-3999
12.7812,-3329,-3306
12.7891,-3479,-3268
12.7969,-3722,-3577
12.8047,-3527,-3676
12.8125,-3383,-3401
12.8203,-3420,-3317
12.8281,-3288,-3717
12.8359,-3291,-3443
12.8438,-3461,-3364
12.8516,-3440,-3285
12.8594,-3297,-3289
12.8672,-3589,-3686
12.8750,-3447,-3711
12.8828,-3242,-3248
12.8906,-3516,-3627
12.8984,-3732,-3873
12.9062,-3198,-3638
12.9141,-3451,-3435
12.9219,-3772,-3486
12.9297,-3565,-3850
12.9375,-3610,-4212
12.9453,-3699,-3701
12.9531,-3508,-3667
12.9609,-3616,-3655
12.9688,-3846,-3522
12.9766,-3583,-3568
12.9844,-3555,-3661
12.9922,-3757,-3650
13.0000,-3650,-3971
13.0078,-3737,-3859
13.0156,-3709,-3590
13.0234,-3764,-3629
13.0312,-3644,-3788
13.0391,-3649,-3617
13.0469,-3695,-3560
13.0547,-3619,-3808
13.0625,-3508,-3508
13.0703,-3438,-3142
13.0781,-3382,-3517
13.0859,-3388,-3513
13.0938,-3553,-3167
13.1016,-3335,-3623
13.1094,-3524,-3563
13.1172,-3493,-2995
13.1250,-3265,-3499
13.1328,-3379,-3443
13.1406,-3378,-3123
13.1484,-3274,-3363
13.1562,-3449,-3520
13.1641,-3415,-3649
13.1719,-3245,-3581
13.1797,-3332,-3178
13.1875,-3599,-3316
13.1953,-3376,-3620
13.2031,-3374,-3374
13.2109,-3683,-3380
13.2188,-3403,-3394
13.2266,-3325,-3652
13.2344,-3428,-3788
13.2422,-3011,-3586
13.2500,-3288,-3512
13.2578,-3946,-3489
13.2656,-3367,-3166
13.2734,-3132,-3791
13.2812,-3509,-3965
13.2891,-3123,-3388
13.2969,-3337,-3295
13.3047,-3389,-3724
13.3125,-3086,-3587
13.3203,-3207,-3516
13.3281,-3277,-3190
13.3359,-3055,-3442
13.3438,-3210,-3601
13.3516,-3201,-3460
13.3594,-3125,-3672
13.3672,-3327,-3740
13.3750,-3244,-2923
13.3828,-3206,-3552
13.3906,-3236,-3963
13.3984,-3340,-3382
13.4062,-3540,-3318
13.4141,-3233,-3459
13.4219,-3396,-3209
13.4297,-4258,-3461
13.4375,-3531,-3111
13.4453,-2787,-3228
13.4531,-3700,-3581
13.4609,-3905,-3290
13.4688,-3256,-2899
13.4766,-3081,-3019
13.4844,-3497,-3067
13.4922,-3580,-3178
13.5000,-3522,-2706
13.5078,-3370,-2684
13.5156,-3447,-3345
13.5234,-3603,-2964
13.5312,-3479,-2597
13.5391,-3300,-3182
13.5469,-3378,-2958
13.5547,-3373,-2443
13.5625,-3230,-2522
13.5703,-3068,-2754
13.5781,-3211,-2545
13.5859,-3193,-2555
13.5938,-3089,-2809
13.6016,-3074,-2714
13.6094,-3067,-2309
13.6172,-2957,-2313
13.6250,-2875,-2385
13.6328,-3134,-2597
13.6406,-3294,-2548
13.6484,-2836,-2183
13.6562,-2867,-2232
13.6641,-2980,-2318
13.6719,-3089,-1963
13.6797,-2907,-2359
13.6875,-2814,-2453
13.6953,-2794,-2152
13.7031,-2875,-2150
13.7109,-2848,-2206
13.7188,-2775,-1985
13.7266,-2914,-1803
13.7344,-2968,-1728
13.7422,-2855,-2105
13.7500,-2927,-2280
13.7578,-3204,-1990
13.7656,-3118,-1844
13.7734,-2888,-2021
13.7812,-2979,-1767
13.7891,-3083,-1797
13.7969,-3048,-2125
13.8047,-2989,-2089
13.8125,-3059,-1733
13.8203,-3192,-1857
13.8281,-3100,-2076
13.8359,-2907,-2033
13.8438,-3079,-1715
13.8516,-3331,-1698
13.8594,-3293,-1786
13.8672,-3204,-2223
13.8750,-3212,-2157
13.8828,-3351,-1679
13.8906,-3315,-1744
13.8984,-3210,-2166
13.9062,-3265,-1843
13.9141,-3367,-1830
13.9219,-3332,-2173
13.9297,-3333,-2172
13.9375,-3402,-1974
13.9453,-3351,-2008
13.9531,-3317,-1926
13.9609,-3500,-1936
13.9688,-3552,-2033
13.9766,-3360,-2151
13.9844,-3396,-2036
13.9922,-3607,-1651
14.0000,-3546,-1721
14.0078,-3360,-2297
14.0156,-3568,-2293
14.0234,-3644,-2065
14.0312,-3518,-2164
14.0391,-3540,-2234
14.0469,-3648,-2058
14.0547,-3639,-2010
14.0625,-3607,-2038
14.0703,-3695,-2290
14.0781,-3587,-2180
14.0859,-3448,-2053
14.0938,-3462,-2302
14.1016,-3618,-2249
14.1094,-3619,-2100
14.1172,-3707,-2306
14.1250,-3469,-2276
14.1328,-3102,-2200
14.1406,-2639,-2227
14.1484,-2106,-2210
14.1562,-1266,-2131
14.1641,-389,-1954
14.1719,354,-1863
14.1797,1171,-1925
14.1875,2039,-1692
14.1953,2388,-1379
14.2031,2942,-1132
14.2109,3415,-791
14.2188,3324,-583
14.2266,3343,-423
14.2344,3697,-9
14.2422,3461,107
14.2500,3373,301
14.2578,3719,695
14.2656,3523,630
14.2734,3321,462
14.2812,3598,661
14.2891,3871,880
14.2969,3978,1094
14.3047,3398,1226
14.3125,3195,1000
14.3203,3326,977
14.3281,3442,1204
14.3359,2904,901
14.3438,2569,552
14.3516,2152,555
14.3594,2129,418
14.3672,1885,187
14.3750,1720,143
14.3828,1566,84
14.3906,1364,124
14.3984,1199,247
14.4062,1321,-55
14.4141,771,-283
14.4219,791,-286
14.4297,699,-440
14.4375,502,-616
14.4453,601,-447
14.4531,1048,-364
14.4609,257,-263
14.4688,317,-797
14.4766,0,-1061
14.4844,33,-1014
14.4922,170,-805
14.5000,219,-890
14.5078,-74,-819
14.5156,-14,-990
14.5234,-187,-1012
14.5312,425,-668
14.5391,1009,-136
14.5469,1119,-197
14.5547,1029,-50
14.5625,1586,-143
14.5703,1608,249
14.5781,1728,186
14.5859,1676,76
14.5938,1410,-132
14.6016,1344,251
14.6094,1660,-120
14.6172,1135,-305
14.6250,1355,-259
14.6328,2146,-535
14.6406,2001,-1270
14.6484,440,-228
14.6562,303,133
14.6641,745,-271
14.6719,927,-617
14.6797,1006,-570
14.6875,1320,-754
14.6953,985,-507
14.7031,848,-650
14.7109,862,-787
14.7188,1076,-739
14.7266,910,-202
14.7344,899,-504
14.7422,977,-777
14.7500,1086,-612
14.7578,666,-170
14.7656,728,-763
14.7734,905,-949
14.7812,754,-793
14.7891,634,-592
14.7969,500,-920
14.8047,360,-735
14.8125,568,-445
14.8203,401,-233
14.8281,657,-1080
14.8359,533,-1308
14.8438,538,-1128
14.8516,278,-729
14.8594,163,-924
14.8672,54,-894
14.8750,154,-813
14.8828,43,-633
14.8906,-245,-1136
14.8984,-13,-1315
14.9062,-6,-1011
14.9141,18,-758
14.9219,288,-949
14.9297,168,-959
14.9375,-62,-1190
14.9453,70,-1249
14.9531,41,-1279
14.9609,378,-1239
14.9688,476,-1072
14.9766,-341,-1415
14.9844,-1021,-1886
14.9922,-1048,-1920
15.0000,-1223,-1626
15.0078,-1572,-1801
15.0156,-1831,-2512
15.0234,-1862,-2723
15.0312,-1841,-2421
15.0391,-1863,-2526
15.0469,-1847,-2615
15.0547,-1963,-2502
15.0625,-1979,-2416
15.0703,-1896,-2420
15.0781,-1742,-2369
15.0859,-1695,-2636
15.0938,-1932,-2285
15.1016,-2067,-2399
15.1094,-2022,-2790
15.1172,-1842,-2436
15.1250,-1756,-2293
15.1328,-1674,-2390
15.1406,-1697,-2027
15.1484,-1740,-2381
15.1562,-1701,-2928
15.1641,-1538,-2598
15.1719,-1700,-2436
15.1797,-1653,-2381
15.1875,-1665,-2331
15.1953,-1980,-2538
15.2031,-2120,-2526
15.2109,-2234,-2580
15.2188,-2581,-2960
15.2266,-2427,-2649
15.2344,-1999,-2643
15.2422,-2285,-2931
15.2500,-2737,-3056
15.2578,-2332,-2635
15.2656,-2104,-2281
15.2734,-2435,-2865
15.2812,-2410,-3387
15.2891,-2419,-2598
15.2969,-2534,-2772
15.3047,-2390,-3321
15.3125,-2317,-2749
15.3203,-2490,-2676
15.3281,-2354,-3223
15.3359,-2320,-2915
15.3438,-2601,-2871
15.3516,-2472,-3053
15.3594,-2388,-3041
15.3672,-2406,-3120
15.3750,-2380,-3057
15.3828,-2460,-2970
15.3906,-2573,-2930
15.3984,-2489,-2392
15.4062,-2362,-2731
15.4141,-2682,-3439
15.4219,-3134,-3419
15.4297,-3430,-3046
15.4375,-3677,-3114
15.4453,-3908,-3611
15.4531,-4144,-3619
15.4609,-4269,-3469
15.4688,-4632,-4227
15.4766,-4614,-4253
15.4844,-4407,-3532
15.4922,-4524,-3557
15.5000,-4426,-3923
15.5078,-3747,-3535
15.5156,-3982,-3560
15.5234,-4912,-3730
15.5312,-4490,-3900
15.5391,-4235,-3755
15.5469,-4509,-3438
15.5547,-4209,-3401
15.5625,-3991,-3583
15.5703,-4063,-3180
15.5781,-3845,-3402
15.5859,-3867,-3571
15.5938,-3718,-3255
15.6016,-3678,-3313
15.6094,-3809,-3647
15.6172,-3291,-3563
15.6250,-3259,-3666
15.6328,-4125,-3042
15.6406,-3625,-2904
15.6484,-2844,-3244
15.6562,-3838,-3338
15.6641,-4365,-3549
15.6719,-3929,-3666
15.6797,-4054,-3162
15.6875,-4166,-3000
15.6953,-3786,-3239
15.7031,-3738,-3044
15.7109,-3659,-3392
15.7188,-4000,-3398
15.7266,-3944,-3262
15.7344,-3880,-3240
15.7422,-3975,-3196
15.7500,-3930,-3072
15.7578,-3629,-3133
15.7656,-3901,-2970
15.7734,-3941,-3114
15.7812,-3784,-3214
15.7891,-3977,-3107
15.7969,-4203,-2985
15.8047,-3766,-2860
15.8125,-3757,-2954
15.8203,-4017,-3173
15.8281,-4156,-2940
15.8359,-3720,-2590
15.8438,-3978,-2719
15.8516,-3825,-3163
15.8594,-3456,-3089
15.8672,-3342,-2795
15.8750,-3999,-2768
15.8828,-4156,-2863
15.8906,-4214,-2878
15.8984,-4174,-2913
15.9062,-3952,-3001
15.9141,-3958,-2984
15.9219,-3934,-2760
15.9297,-3845,-2685
15.9375,-3920,-2965
15.9453,-4004,-2995
15.9531,-3859,-2824
15.9609,-3873,-2830
15.9688,-4065,-2770
15.9766,-3948,-2824
15.9844,-3739,-3046
15.9922,-3765,-3013
16.0000,-3715,-2863
16.0078,-3589,-2576
16.0156,-3529,-2727
16.0234,-3515,-3223
16.0312,-3741,-2925
16.0391,-3903,-2427
16.0469,-3809,-2898
16.0547,-3998,-3058
16.0625,-3917,-2723
16.0703,-3570,-2907
16.0781,-3738,-2823
16.0859,-3908,-2776
16.0938,-4024,-3086
16.1016,-3917,-3038
16.1094,-3829,-2749
16.1172,-3688,-2709
16.1250,-3731,-2670
16.1328,-3777,-2909
16.1406,-3840,-3139
16.1484,-3723,-2915
16.1562,-3705,-2832
16.1641,-3797,-2763
16.1719,-3625,-2566
16.1797,-3259,-2687
16.1875,-3571,-3131
16.1953,-3619,-3184
16.2031,-3245,-3125
16.2109,-3326,-3016
16.2188,-3350,-2927
16.2266,-3418,-2938
16.2344,-3522,-2866
16.2422,-3033,-3231
16.2500,-3166,-3239
16.2578,-3787,-2744
16.2656,-3422,-2722
16.2734,-3225,-3108
16.2812,-3675,-3127
16.2891,-3529,-2977
16.2969,-3062,-2859
16.3047,-3330,-2957
16.3125,-3425,-3092
16.3203,-3133,-2985
16.3281,-3026,-2919
16.3359,-3403,-2961
16.3438,-3473,-3269
16.3516,-3137,-3120
16.3594,-2827,-2664
16.3672,-3256,-2720
16.3750,-3562,-3143
16.3828,-3281,-2980
16.3906,-3179,-2744
16.3984,-3329,-2896
16.4062,-2967,-2924
16.4141,-2922,-2874
16.4219,-2872,-2787
16.4297,-2497,-2578
16.4375,-2009,-2463
16.4453,-1707,-2323
16.4531,-1097,-1868
16.4609,-949,-1846
16.4688,-769,-1824
16.4766,-273,-1594
16.4844,-25,-1542
16.4922,-606,-1628
16.5000,-698,-1469
16.5078,-615,-1600
16.5156,-837,-1696
16.5234,-1081,-1600
16.5312,-998,-1716
16.5391,-1155,-1816
16.5469,-1426,-2001
16.5547,-1338,-2127
16.5625,-1311,-1904
16.5703,-1365,-1789
16.5781,-1155,-2024
16.5859,-1262,-1868
16.5938,-1250,-1642
16.6016,-1427,-2248
16.6094,-1434,-2288
16.6172,-1257,-1982
16.6250,-1044,-2111
16.6328,-1371,-2302
16.6406,-1465,-2040
16.6484,-1399,-2085
16.6562,-1382,-2150
16.6641,-1452,-2152
16.6719,-1264,-2254
16.6797,-1182,-2146
16.6875,-1216,-1978
16.6953,-1351,-2036
16.7031,-1243,-2005
16.7109,-1160,-2152
16.7188,-798,-2095
16.7266,-509,-1766
16.7344,-722,-2042
16.7422,-712,-2441
16.7500,-393,-2374
16.7578,-376,-2662
16.7656,-309,-3261
16.7734,-430,-3521
16.7812,-1197,-3677
16.7891,-1806,-3999
16.7969,-2416,-4175
16.8047,-3284,-4307
16.8125,-3659,-4383
16.8203,-4075,-4479
16.8281,-4860,-4596
16.8359,-5348,-4600
16.8438,-5722,-4603
16.8516,-6210,-4814
16.8594,-6605,-4920
16.8672,-7294,-4887
16.8750,-7838,-4926
16.8828,-7860,-4862
16.8906,-7896,-4733
16.8984,-8106,-4935
16.9062,-8353,-5095
16.9141,-8593,-4990
16.9219,-8564,-4854
16.9297,-8245,-4796
16.9375,-8276,-4797
16.9453,-8151,-4812
16.9531,-7972,-4650
16.9609,-7699,-4308
16.9688,-7479,-4219
16.9766,-7453,-4363
16.9844,-7350,-4226
16.9922,-7109,-4039
17.0000,-7093,-4113
17.0078,-7120,-4143
